id_mision,id_mineral,cantidad
1300,63,3185.964
3128,63,1383.881
3514,63,2992.31
3915,63,798.529
674,64,3159.284
997,64,4685.69
1097,64,3431.187
1348,64,3312.87
1494,64,2413.868
1710,64,887.762
63,65,2665.103
147,65,1104.872
2749,65,2310.514
2910,65,3465.838
3350,65,4209.617
2,66,3002.135
651,66,1541.417
821,66,1131.805
1438,66,2187.896
1509,66,2267.902
1406,67,2980.183
1502,67,2196.477
2259,67,1653.616
393,68,2403.395
2399,68,1305.02
3666,68,1557.157
3990,68,2053.129
2988,69,3284.387
3070,69,3588.41
3123,69,4467.964
3896,69,413.801
1443,70,1898.152
1479,70,2759.528
165,71,2102.921
1028,71,1479.69
1149,71,1393.173
2396,71,4407.256
572,72,2856.446
1340,72,4061.774
2581,72,1282.504
2988,72,2398.967
3630,72,2975.162
3963,72,4255.681
3632,73,4313.56
624,74,2427.423
835,74,731.426
978,74,2291.811
1011,74,3021.512
2000,74,4025.731
452,75,4235.979
2088,75,2781.828
1350,76,3351.041
2587,76,645.71
2761,76,2671.215
2977,76,1260.425
3626,76,124.533
1898,77,4106.448
2033,77,2182.529
2580,77,80.091
3355,77,3890.721
653,78,1969.139
1682,78,2248.695
2006,78,4475.387
3482,78,328.477
3924,78,1998.988
194,79,3752.37
2001,79,3565.002
3183,79,4238.042
3379,79,3045.208
182,80,3606.211
1645,81,583.289
1796,81,717.742
1949,81,2191.776
2072,81,3715.772
2179,81,1853.892
3210,81,2562.392
79,82,1150.921
502,82,2016.205
1277,82,4400.684
2174,82,717.113
2505,82,3971.624
466,83,157.623
704,83,4271.729
962,83,4973.405
1398,83,4789.231
1503,83,1178.404
1574,83,2100.831
3570,83,424.552
3650,83,1312.972
463,84,4482.394
822,84,3295.242
2672,84,4753.614
2115,85,350.205
3736,85,1453.675
520,86,2996.509
3483,86,3457.407
3829,86,2365.823
1526,87,1151.008
1671,87,3807.837
1963,87,3541.34
3374,87,1190.069
434,88,2875.849
1223,88,3784.777
2568,88,4374.89
2878,88,1721.621
3669,88,3205.571
1600,89,2141.814
40,90,2679.081
477,90,275.593
549,90,757.213
961,90,3094.526
2404,90,3006.936
2595,90,280.897
2642,90,3496.435
3739,90,3516.901
2035,91,729.058
3211,91,103.844
3912,91,3664.208
151,92,2764.043
215,92,4913.13
846,92,2295.777
1260,92,410.375
1516,92,3926.719
1872,92,2368.21
2642,92,2530.411
3565,92,4392.129
2307,93,1677.269
2366,93,1049.618
3036,93,1227.119
3397,93,2365.657
1192,94,1930.341
1510,94,1901.707
1922,94,359.573
2797,94,989.118
3304,94,2081.275
3313,94,2366.949
201,95,1896.802
276,95,2632.082
649,95,1785.21
3517,95,4047.531
599,96,2822.51
865,97,1709.129
2325,97,621.669
2487,97,4085.289
3995,97,2294.942
1228,98,1774.978
1769,98,3063.465
2735,98,2316.24
3845,98,3796.709
193,99,541.649
1103,99,2960.372
1878,99,3597.357
2853,99,3782.023
3459,99,2362.335
3603,99,3516.315
3748,99,3810.012
3815,99,1006.318
640,100,2159.719
1554,100,4131.28
1708,100,658.155
1955,100,1556.186
2693,100,836.689
3315,100,627.467
2459,101,1782.004
2600,101,1290.78
564,102,3817.741
925,102,44.143
1740,102,3543.634
2020,102,3691.519
676,104,1083.368
2103,104,609.588
3317,104,2169.188
1225,105,2072.988
2416,105,1969.282
3779,105,1649.923
718,106,2984.029
1113,106,1007.147
1528,106,1783.116
2944,106,1438.808
3372,106,1144.222
289,107,1852.114
864,107,4469.317
2509,107,2973.028
2932,107,4810.363
278,108,181.998
959,108,2853.957
2026,108,3198.981
2186,108,1351.427
2578,108,2625.466
3857,108,295.769
64,109,215.152
442,109,2112.053
456,109,3587.255
1509,109,1982.775
1890,109,2438.68
2202,109,4074.291
3745,109,3584.931
801,110,5.088
1100,110,1370.13
1581,110,3513.225
2398,110,3651.288
3171,110,1890.548
2126,111,1430.825
38,112,372.138
3296,112,2374.151
3657,112,4052.629
913,113,1406.031
1276,113,3504.709
1643,113,4495.481
2408,113,429.696
2942,113,1522.112
3712,113,4939.76
2363,114,2786.672
3823,114,4728.495
155,115,1318.652
239,115,4831.071
633,115,3854.406
1784,115,3065.013
3115,115,1983.846
670,116,4236.004
865,116,73.014
944,116,3189.151
1229,116,3100.207
1274,116,4482.715
2455,116,2733.55
2633,116,731.752
574,117,2000.817
826,117,160.417
1070,117,1987.895
2645,117,658.166
3821,117,610.141
1381,118,3507.642
1521,118,4287.25
2751,118,2658.625
3513,118,98.241
2183,119,2913.707
1164,120,283.127
1360,120,4011.423
2971,120,504.073
3197,120,4935.358
3575,120,4224.345
3635,120,2847.967
3982,120,4768.343
39,121,282.087
1646,121,2932.595
2943,121,4770.964
3117,121,2234.715
947,122,1831.046
1564,122,3721.102
2517,122,781.8
1132,123,2215.755
1296,123,190.906
1761,123,947.059
3492,123,1298.513
3993,123,2181.904
1297,124,3491.816
3825,124,1208.306
3856,124,1636.255
1681,126,3778.954
2392,126,3292.445
2655,126,2133.796
2717,126,3257.336
2346,127,2793.933
2568,127,2158.72
278,128,4637.968
935,128,629.869
1646,128,2817.134
2494,128,1148.002
891,129,1629.668
2569,129,4172.104
3740,129,750.082
414,130,1670.999
581,130,3531.597
757,130,2435.17
1114,130,4549.642
1308,130,2144.518
1537,130,4453.471
1927,130,2791.211
3021,130,735.65
12,131,3376.938
194,131,512.299
1358,131,1914.466
1778,131,4125.188
2288,131,918.431
2484,131,2332.396
3188,131,2860.693
571,132,1655.685
761,132,422.58
1079,132,3093.299
1081,132,4232.834
1943,132,4712.852
2421,132,3092.745
1266,133,1397.534
3965,133,1243.478
480,134,875.314
704,134,2447.291
1354,134,314.815
727,135,4721.102
3256,135,4169.52
1743,136,262.435
2441,136,3714.585
3179,136,1671.505
106,137,2828.32
139,137,2053.48
507,137,4398.517
1676,137,2338.389
37,138,4833.598
869,138,4827.591
1160,138,3383.799
2170,138,1036.504
3883,138,1713.798
688,139,1503.652
1362,139,1228.774
2887,139,3725.033
3801,139,1703.098
3884,140,2013.498
78,141,2794.595
1679,141,378.419
2414,141,3577.452
3427,141,3143.026
1174,142,4437.249
1292,142,4965.496
1845,142,272.433
1854,142,2209.659
2409,142,4658.128
2715,142,2865.291
2938,142,3190.518
2985,142,4640.953
3929,142,2236.485
39,143,753.881
1938,143,1935.838
3581,143,4295.111
1330,144,2719.649
1789,144,2574.082
3063,144,822.312
1049,145,3186.682
1712,145,4089.599
1766,145,4566.083
1813,145,1833.563
3164,145,3160.98
3692,145,293.354
838,146,4846.142
937,146,4584.614
2936,146,1440.283
3274,146,110.219
406,147,3088.356
435,147,39.154
809,147,297.121
925,147,2690.245
1140,147,3980.751
1764,147,3630.294
2180,147,105.292
2825,147,4200.631
3508,147,3510.176
3684,147,4487.162
3699,147,3235.577
184,148,4361.615
356,148,4786.638
941,148,3143.486
1284,148,4010.148
3216,149,4669.66
3873,149,1659.495
2500,150,3176.336
3643,150,1769.577
100,151,1554.778
138,151,4469.258
174,151,1317.672
398,151,1920.624
553,151,4479.776
1502,151,1241.559
1652,151,2639.639
3894,151,889.295
3916,151,2102.141
1060,152,2764.836
1755,152,3987.839
3073,152,3683.54
271,153,3122.636
712,153,3887.777
1025,153,3224.053
1327,153,1970.219
2126,153,1773.1
2331,153,3492.833
2403,153,4617.657
2413,153,4125.096
3622,153,3443.488
3843,153,1285.144
6,154,1807.408
687,154,4350.223
1137,154,4232.265
1309,154,1087.614
1662,154,4901.88
2480,154,4843.184
2925,154,4427.709
580,155,4755.958
2054,155,3063.426
2185,155,3844.97
3092,155,4579.629
3526,155,2976.749
95,156,648.394
479,156,2006.166
742,156,3290.477
1489,156,3516.776
1776,156,2314.348
1950,156,1078.409
3420,156,121.552
56,157,154.201
228,157,176.415
766,157,2018.559
2456,157,3692.803
2624,157,4213.647
3503,157,3248.094
3622,157,248.5
3780,157,948.072
2106,158,3470.152
3122,158,3488.512
1272,159,1152.475
3260,159,2990.601
540,160,2555.679
2055,160,1340.97
2252,160,2501.653
2529,160,1082.662
3373,160,2145.255
3765,160,4637.701
2332,161,4861.697
2745,161,4216.829
3169,161,1313.698
3999,161,4664.512
379,162,3031.187
908,162,3155.351
1610,163,3418.296
1822,163,3643.341
1829,163,4187.227
1904,163,3371.961
2653,163,4141.196
1153,164,890.737
1844,164,2045.187
2411,164,3882.727
2804,164,4062.903
13,165,598.698
124,165,557.047
1198,165,2656.179
1815,165,3062.355
1837,165,2549.074
2341,165,2517.809
2827,165,2519.094
3097,165,3930.231
3233,165,547.657
3488,165,4969.918
2157,166,2053.557
2806,166,4013.046
903,167,588.869
925,168,4261.397
2485,168,4200.073
2524,168,1816.891
2772,168,220.682
3306,168,560.432
3977,168,1046.021
83,169,3237.896
207,169,462.581
533,169,4829.574
2378,169,4948.042
2607,169,2136.029
3727,169,1657.032
3870,169,4365.912
2861,170,3558.961
210,171,553.171
551,171,724.359
2038,171,2237.45
2812,171,3821.197
1568,172,444.879
2482,172,1236.989
2651,172,3560.132
2721,172,2382.526
3570,172,1594.071
3939,172,4252.666
1865,173,2347.653
2426,173,609.672
3045,173,557.379
3552,173,2122.601
3871,173,1784.013
127,174,2948.965
2884,174,3241.385
3003,174,3947.72
3459,174,4398.536
185,175,4145.982
1266,175,1244.97
2181,175,3708.496
2268,175,2431.077
3236,175,2525.623
607,176,4787.814
1098,176,2734.868
1227,176,1842.95
749,177,1749.337
1257,177,4224.009
2478,177,2812.095
3847,177,2573.776
1138,178,1266.45
1483,178,1465.786
2817,178,1488.816
22,179,2907.16
1077,179,722.444
1086,179,3919.824
3189,179,1732.488
3353,179,4965.505
502,180,4663.745
3539,180,2746.16
3713,180,3782.659
2920,181,314.772
3190,181,4365.201
3698,181,3018.003
2874,182,4769.155
2929,182,534.704
655,184,3895.716
875,184,4898.502
2007,184,1514.748
2010,184,3454.369
2349,185,3000.225
3491,185,2199.49
3837,185,1185.261
1076,186,3191.458
1333,186,500.06
1955,186,2549.777
2202,186,464.094
2844,186,3805.559
3316,186,1401.513
1361,187,2190.43
1567,187,4466.114
2302,187,4314.667
336,188,4643.248
930,189,967.367
1616,189,3164.493
1958,189,3562.261
1210,190,437.906
1909,190,711.123
2326,190,4685.545
2590,190,3135.191
385,191,92.696
916,191,4529.872
2230,191,2070.777
2765,191,2519.77
3758,191,66.482
54,192,4089.064
549,192,4479.822
1521,192,1155.604
3035,192,1338.538
3800,192,3598.263
3890,192,3856.24
87,193,248.084
273,193,2636.033
960,193,770.644
2017,193,383.581
2070,193,3226.714
2146,193,4473.067
3302,193,2753.944
3505,193,1255.883
1162,194,3799.346
1539,194,3730.56
1756,194,173.691
2314,194,3061.797
3180,194,2027.089
3385,194,4920.558
139,195,2744.804
958,195,2490.557
1463,195,991.733
2052,195,4102.39
2318,195,3240.021
2449,195,1021.758
2464,195,1708.226
3865,195,1875.378
154,196,2051.815
563,196,3639.399
3907,196,1224.83
595,197,3408.635
3339,197,1213.18
621,198,1302.061
2266,198,344.815
787,199,3848.928
1075,199,4026.291
2220,199,577.246
3432,199,1806.936
1737,200,3331.025
2445,200,1927.716
1931,201,3199.85
3420,201,3358.65
3794,201,2205.891
1002,202,3763.928
1707,202,2752.229
2595,203,340.506
442,204,338.126
586,204,2176.474
927,204,3836.357
1253,204,1234.642
1791,204,4638.07
2952,204,160.043
3308,204,4005.608
3597,204,4886.612
3647,204,4742.59
1159,206,3103.828
1233,206,2552.144
1402,206,1589.537
3406,206,4758.279
3718,206,1511.031
725,207,3768.451
927,207,2629.215
3202,207,1555.411
319,208,1036.67
789,208,1298.504
1845,208,3024.999
1960,208,4804.222
2803,208,619.679
3243,208,613.353
3553,208,2671.083
2377,209,1732.531
2740,209,865.004
520,210,4721.462
826,210,2503.646
1489,210,2547.017
1915,210,1084.247
3083,210,3286.658
3281,210,1080.092
430,211,713.018
679,211,808.253
1849,211,1326.759
2070,211,2614.102
377,212,2379.472
1417,212,4517.004
1562,212,136.726
1628,212,587.065
1788,212,3658.187
2829,212,1382.788
2902,212,3875.419
3898,212,3890.083
163,213,714.144
949,213,3724.425
872,214,1292.152
2978,214,31.075
3600,214,4262.509
8,215,2893.838
710,215,2461.064
1584,215,430.917
2162,215,106.882
2804,215,1951.018
2901,215,104.092
474,216,4918.816
924,216,1957.188
970,216,612.188
1395,216,4263.717
1984,216,166.397
3245,216,1989.046
522,217,1065.276
2294,217,2007.589
3173,217,3816.434
3462,217,198.46
560,218,1691.12
864,218,301.689
1090,218,1896.717
1888,218,1046.414
2605,218,4334.687
228,219,1633.687
262,219,1694.985
1257,219,4134.244
2419,219,3677.069
2213,220,2983.66
2323,220,1928.191
3507,220,9.519
3618,220,4387.663
3764,220,3909.985
3904,220,2562.762
502,222,4474.606
2497,222,4321.853
3697,222,2127.082
829,223,1674.872
2138,223,2269.792
3144,223,4602.943
3443,223,4322.072
3572,223,3169.003
3474,224,4397.93
1082,225,1698.856
2374,225,1167.122
1534,226,4510.823
3105,226,1903.32
544,227,682.752
682,227,4081.104
1060,227,3214.776
1348,227,2757.031
1994,227,4496.535
3020,227,4460.551
854,228,2790.968
1036,228,1582.878
1616,228,4253.292
3049,228,4702.16
1133,229,167.019
2669,229,4593.03
3074,229,4528.251
3407,229,3591.955
3765,229,496.82
586,230,3011.724
3610,230,1757.15
3794,230,4227.789
3947,230,4987.256
608,231,1455.467
1998,231,1016.747
2105,231,2183.675
2357,231,2563.118
2547,231,1913.229
610,232,381.755
965,232,812.047
2063,232,106.158
2350,232,275.003
2975,232,2407.045
3377,232,535.886
1106,233,1552.936
2253,233,248.417
2475,233,440.804
24,234,4486.401
836,234,3071.171
1107,234,3486.666
1781,234,4552.377
2506,234,3739.653
2838,234,620.969
3143,234,332.788
3455,234,1810.064
333,235,727.188
753,235,1825.148
1977,235,715.996
3347,235,4294.548
3399,235,3576.063
751,236,3477.108
1566,236,710.532
1704,236,1309.544
3748,236,3834.033
3803,236,2754.35
309,237,1522.398
1410,237,4743.374
1611,237,2055.641
3955,237,463.117
994,238,172.487
1078,238,4896.956
1546,238,3937.281
3872,238,1067.243
554,239,2265.108
958,239,398.658
1357,240,2654.783
1765,240,2323.375
3234,240,94.716
3363,240,2629.647
852,241,3224.933
1233,241,3910.913
2199,241,1559.964
2343,241,1626.756
2845,241,7.615
124,242,4947.118
278,242,3219.577
304,242,3778.237
1026,242,4071.416
36,243,1452.242
2240,243,2083.567
3440,243,625.841
3706,243,3519.984
424,244,1157.048
1058,244,3498.453
1864,244,4763.005
2629,244,2154.723
401,245,2639.475
1045,245,1254.714
2518,245,4899.182
126,246,4388.805
889,246,4799.98
1603,246,1196.322
3388,246,4195.985
433,247,2999.791
451,247,1445.74
2356,247,4318.902
2983,247,805.683
1373,248,4390.206
261,249,3795.19
659,249,763.009
1374,249,1898.756
1909,249,1502.761
3430,249,1850.672
3927,249,4131.94
316,250,1591.152
911,250,1944.635
2017,250,721.377
1371,251,2606.801
1783,251,975.984
2015,251,1840.683
2801,251,1842.941
3595,251,3034.218
315,252,3719.629
1040,252,603.36
1982,252,839.175
2456,252,417.254
2536,252,1678.067
3168,252,1947.682
3805,252,1636.43
414,253,2638.099
2662,253,2190.979
3229,253,2195.889
3276,253,3515.901
3703,253,4245.361
3927,253,4667.728
1853,254,413.878
2209,254,4587.306
358,255,3939.705
1893,255,4919.281
2510,255,3457.163
3427,255,4518.888
370,256,4383.567
1698,256,142.901
2488,256,660.203
2841,256,777.008
2851,256,2551.547
2875,256,3843.204
3774,256,4494.205
898,257,2223.381
1794,257,2815.101
3768,257,2872.689
943,258,597.073
1982,258,897.86
2486,258,3125.148
2736,258,895.734
2989,258,1113.055
3780,258,3373.526
3987,258,1582.452
491,259,410.428
295,260,2367.3
2532,260,4991.722
3596,260,1922.011
256,261,3376.326
637,261,3588.639
1482,261,2081.223
2011,261,4241.534
2707,261,3581.291
3429,261,1687.913
1789,262,815.88
3884,262,2976.667
450,263,3114.514
1560,263,889.773
1876,263,4052.824
3423,263,1325.82
1,264,3290.617
129,264,443.091
964,264,3685.157
1175,264,263.096
1746,264,746.364
149,265,4562.597
459,265,3669.42
1389,265,1300.408
2128,265,4764.708
2914,265,3179.43
3638,265,1117.295
2499,266,1585.595
2620,267,3722.269
2679,267,1338.907
3115,267,3155.495
3673,267,4092.192
494,268,3405.376
1842,268,1470.958
2387,268,4805.406
2666,268,2162.489
2981,268,2867.646
155,269,2900.676
280,269,40.223
2225,269,2213.283
3715,269,4037.165
1180,270,697.795
146,271,3906.992
598,271,621.171
983,271,2715.028
1857,271,3669.237
3027,271,2015.362
335,272,442.039
2569,272,3499.927
3384,272,1296.919
205,273,1118.598
1625,273,1563.081
1913,273,4030.748
2083,273,4857.579
1355,274,2879.316
3650,274,2150.686
2742,275,3572.778
3779,275,3978.069
90,276,3267.232
467,276,1888.268
3252,276,1737.995
204,277,1037.566
266,277,3774.477
462,277,254.411
607,277,1101.112
1255,277,929.386
2106,277,1650.994
3343,277,2230.711
1629,278,1987.523
1930,278,2525.248
3100,278,4689.462
3538,278,2366.244
625,279,2899.186
683,279,1366.729
2668,279,1924.44
3050,279,2939.505
3886,279,815.448
962,280,3125.799
1488,280,4891.766
1763,280,3547.151
1767,280,220.174
2623,280,1475.975
969,281,2491.787
1362,281,4002.143
1850,281,244.375
2353,281,2902.164
2781,281,2148.028
3521,281,1067.856
609,282,2257.077
1325,282,1761.725
1644,282,1751.401
2398,282,4223.067
2411,282,4617.786
84,283,3272.351
1759,283,3655.093
2976,283,2448.371
682,284,351.481
1782,284,2424.83
2522,284,1609.652
2868,284,2480.556
3032,284,2939.242
326,285,144.986
330,285,684.841
1046,285,781.634
3370,285,4637.872
3900,285,1599.643
478,286,4153.92
964,286,3377.835
1177,286,294.812
2666,286,2551.807
403,287,908.202
2774,287,2594.0
415,288,1243.705
3848,288,3217.028
1903,289,1140.342
2469,289,3969.909
2598,289,1330.21
2995,289,4385.412
3084,289,131.293
3165,289,3686.171
576,290,4587.102
2819,290,1092.334
2304,291,1002.786
3233,291,2396.785
3736,291,78.427
1076,292,2584.227
1339,292,4109.429
3291,292,4397.888
3469,292,1569.854
28,293,2170.804
2009,293,3909.947
2037,293,2317.598
2353,293,4031.047
3777,293,3079.789
985,294,2178.187
93,295,1083.648
394,295,4454.111
2217,295,1537.805
2656,295,3126.872
3030,295,3316.961
800,296,4279.3
1126,296,4213.986
1351,296,2798.775
1805,296,224.612
2115,296,3824.44
172,297,750.559
858,297,1163.35
2912,297,1030.568
2995,297,958.768
3140,297,2003.783
1400,298,3558.649
2147,298,2138.262
2596,298,3640.937
2956,298,93.592
3219,298,1254.082
1095,299,4600.424
1578,299,203.197
2922,299,1721.66
265,300,2454.195
1199,300,1248.415
2136,300,3890.488
3759,300,1745.418
856,301,4568.0
1043,301,2255.629
2949,301,626.502
175,302,3387.032
929,302,4496.36
1333,302,2057.947
7,303,9.283
485,303,2920.833
3588,303,297.466
3722,303,4661.191
2850,305,3549.35
3672,305,4366.983
3739,305,930.208
3840,305,2977.541
2636,306,1643.719
973,307,221.507
2660,307,2284.188
3571,307,1901.604
1346,308,797.018
3264,308,1838.973
3672,308,4789.443
392,309,2190.789
898,309,4182.707
1310,309,1488.307
1604,309,1229.286
1713,309,2836.131
3174,309,1426.223
3388,309,516.926
3185,310,3986.524
3757,310,472.872
105,311,1499.478
780,311,33.678
1226,311,1267.715
1930,311,1680.129
2652,311,2164.563
3031,311,4069.417
3701,311,1968.289
3833,311,302.232
321,312,1603.605
378,312,3141.611
570,312,3778.929
1555,312,47.455
2513,312,1218.016
2895,312,2243.345
1449,313,1466.065
2307,313,2988.056
3593,313,1771.189
3652,313,899.021
711,314,1227.708
3141,314,955.132
420,315,2275.317
1351,315,3093.772
91,316,2641.07
1864,316,1707.721
3336,316,4991.849
3370,316,1945.985
3981,316,1420.958
633,317,4105.569
1527,317,1953.175
1573,317,765.117
3023,317,1329.516
3167,317,1848.065
3222,317,2616.293
3437,317,3245.283
3172,319,4585.027
3297,319,1965.765
3405,319,1188.519
523,320,3815.913
1633,320,1217.188
1953,320,2483.748
2277,320,4824.057
611,321,330.755
722,321,280.076
1973,321,2241.668
2581,321,3882.014
2978,321,1646.697
3187,321,4101.233
3582,321,4053.528
633,322,888.039
2281,322,3699.053
3123,322,2900.103
390,323,1561.135
658,323,3977.735
1926,323,2576.649
3308,323,4333.458
3612,323,1989.441
1321,324,522.68
1925,324,1546.248
2382,324,4718.003
3029,324,890.339
3752,324,201.409
1582,325,3803.672
3151,325,719.976
416,326,2613.765
1557,326,336.653
3718,326,670.099
1143,327,4284.15
2074,327,3827.182
2641,327,1739.048
3364,327,1372.126
3960,327,1447.367
3983,327,1914.462
3995,327,756.732
149,328,4064.239
653,328,200.956
1290,328,312.946
2233,328,844.021
2705,328,3591.217
3614,328,1791.159
441,329,919.254
811,329,2658.793
1826,329,2457.482
55,330,115.125
831,330,698.051
1209,330,4266.267
1709,330,70.584
2262,330,3936.119
353,331,3180.225
1156,331,1894.7
2420,331,3876.124
2971,332,749.887
3258,332,1635.043
1344,333,1129.498
1363,333,4341.639
2104,333,939.08
2977,333,219.423
3574,333,3398.389
2743,334,1571.389
1867,335,700.942
3048,335,969.833
3055,335,179.591
1684,336,4751.166
3651,336,497.99
3758,336,4104.536
3902,336,2558.641
73,337,370.025
169,337,4819.128
740,337,1705.907
1983,337,1295.073
3925,337,1486.494
341,338,1599.328
1022,338,3229.455
1733,338,177.697
3457,338,921.53
3871,338,1327.597
1259,339,1830.963
2561,339,2979.968
116,340,3904.448
258,340,3961.308
857,340,619.476
2218,340,1987.371
2596,340,4546.716
3836,340,669.941
719,341,4013.995
759,341,2008.081
1232,341,305.894
1347,341,2716.982
2865,341,720.09
3344,341,2100.802
512,342,1960.769
1042,342,3350.681
1338,342,45.424
1694,342,1328.024
1733,342,4238.888
856,343,4751.571
1117,343,2920.301
1638,343,1672.916
2061,343,642.358
3781,343,2382.128
797,344,3728.183
2210,344,4100.035
135,345,2947.26
930,345,2026.222
1883,345,646.456
2800,345,1315.035
2915,345,2785.141
362,346,4577.035
1669,346,170.28
2418,346,4024.124
2440,346,3868.639
3486,346,600.715
3661,346,2423.094
143,347,197.313
628,347,1839.739
1426,347,3324.752
3663,347,369.827
266,348,1402.791
340,348,4639.446
876,348,4172.783
902,348,574.09
1236,348,4993.068
705,349,2115.36
2022,349,2353.055
2058,349,672.396
2833,349,53.369
463,350,1702.887
591,350,599.936
953,350,3160.151
1380,350,3348.315
1374,351,3374.741
1633,351,4107.893
1956,351,4732.475
1829,352,1810.138
2637,352,1347.911
3597,352,924.18
187,353,1451.351
297,353,2241.701
3095,353,4067.3
3260,353,4819.646
1276,354,4634.866
1513,354,774.611
2362,354,2118.022
2577,354,3012.803
3187,354,2619.144
