id_planeta,nombre,coordenada_x,coordenada_y,tamano,tipo
360,P-576,911106.616,-845615.481,S,Gas
361,P-328,-533962.913,-442035.952,M,Líquido
362,P-972,221631.172,-346244.899,XL,Criogénico
363,P-370,-738101.446,-758350.521,L,Rocoso
364,P-801,-595494.439,158153.632,M,Rocoso
365,P-760,-459558.515,809417.916,XL,Gas
366,P-322,-136977.357,-817332.039,L,Plasma
367,P-693,447983.143,-564550.233,XL,Gas
368,P-962,219816.723,-604720.643,XL,Plasma
369,P-843,173037.08,-646081.898,XL,Líquido
370,P-542,-573441.911,-777383.028,XL,Plasma
371,P-798,-176010.225,473994.266,XL,Líquido
372,P-964,959561.071,309620.153,L,Rocoso
373,P-211,25919.11,609945.73,S,Rocoso
374,P-855,774654.971,209064.015,XL,Rocoso
375,P-822,532910.093,-66493.607,S,Plasma
376,P-843,-928850.339,-201153.645,S,Rocoso
377,P-716,-811938.138,-914743.591,S,Rocoso
378,P-650,876922.087,-384350.478,M,Criogénico
379,P-675,551577.879,-643795.255,M,Criogénico
380,P-787,-211749.698,649014.805,L,Criogénico
381,P-657,-280854.578,842873.864,L,Criogénico
382,P-651,-643459.58,-547362.834,S,Criogénico
383,P-421,210657.796,817742.475,L,Criogénico
384,P-100,-901901.466,-615507.807,S,Líquido
385,P-880,554657.8,-111892.371,M,Rocoso
386,P-111,-596738.274,-279918.764,L,Sólido
387,P-459,549812.137,-549011.362,S,Gas
388,P-464,-624846.265,-714134.544,M,Rocoso
389,P-365,683500.305,302247.391,L,Rocoso
390,P-834,-256797.485,-538312.459,L,Sólido
391,P-676,783571.325,-117347.468,M,Gas
392,P-960,-376690.104,333768.7,M,Criogénico
393,P-684,930287.442,-286692.377,M,Rocoso
394,P-520,417363.894,-17918.03,S,Sólido
395,P-982,-392670.096,638164.939,XL,Criogénico
396,P-611,98433.538,-733492.012,M,Gas
397,P-996,-949315.385,285003.515,XL,Sólido
398,P-460,34824.35,743222.308,S,Criogénico
399,P-788,-607136.967,92469.684,L,Líquido
400,P-192,105499.958,-184163.146,M,Plasma
401,P-900,591410.024,-576330.14,M,Líquido
402,P-226,398860.183,764148.875,S,Rocoso
403,P-868,-968546.877,720718.842,XL,Sólido
404,P-852,468198.719,998141.113,L,Sólido
405,P-567,-829392.611,-29808.219,L,Sólido
406,P-301,-887349.673,913908.56,S,Sólido
407,P-896,872906.336,197101.749,L,Rocoso
408,P-591,-513763.107,-716925.706,L,Criogénico
409,P-172,825156.867,-366899.796,L,Gas
410,P-653,-395698.811,775200.554,L,Sólido
411,P-464,-525704.566,676812.2,XL,Plasma
412,P-733,411798.146,305133.068,S,Criogénico
413,P-132,-321335.829,493170.123,XL,Rocoso
414,P-215,249920.838,331748.639,L,Gas
415,P-700,555116.466,263269.255,L,Criogénico
416,P-132,578928.69,-244018.813,L,Sólido
417,P-722,-307041.839,305831.077,L,Gas
418,P-769,-664715.389,818099.303,XL,Rocoso
419,P-718,721880.117,779659.835,S,Rocoso
420,P-457,605164.783,543717.059,XL,Rocoso
421,P-337,-118008.392,624614.77,L,Plasma
422,P-299,169398.036,-961379.903,XL,Plasma
423,P-986,-544698.687,91116.288,M,Criogénico
424,P-625,-179196.276,-510182.136,XL,Sólido
425,P-559,999205.099,744508.655,M,Sólido
426,P-858,-608502.747,632797.811,S,Rocoso
427,P-430,684463.922,-338427.155,M,Gas
428,P-810,-516462.968,-358363.867,XL,Rocoso
429,P-355,801000.101,-521664.18,M,Plasma
430,P-608,-221565.33,704337.291,XL,Gas
431,P-189,569291.886,434555.366,L,Rocoso
432,P-776,562479.692,332510.588,M,Líquido
433,P-419,-325374.902,-785531.75,S,Plasma
434,P-650,567881.754,632771.704,M,Sólido
435,P-993,844477.457,178378.556,S,Líquido
436,P-428,978239.468,184755.144,XL,Gas
437,P-130,735008.294,-602940.509,L,Plasma
438,P-582,322495.317,667440.402,XL,Plasma
439,P-392,-250570.538,473004.882,XL,Criogénico
440,P-812,-490930.782,-681967.669,XL,Plasma
441,P-741,-418168.425,-848761.102,L,Sólido
442,P-629,-101630.059,400940.486,M,Líquido
443,P-172,-840142.254,508037.604,L,Líquido
444,P-843,726763.077,-706356.258,XL,Sólido
445,P-651,211976.609,-358432.468,L,Rocoso
446,P-918,693742.034,-782507.554,XL,Sólido
447,P-925,-302100.938,791179.936,M,Plasma
448,P-314,-245765.974,93957.129,S,Líquido
449,P-290,-38594.633,-606938.814,M,Gas
450,P-990,-488503.636,722640.759,XL,Criogénico
451,P-465,511689.088,84350.813,XL,Líquido
452,P-355,-76658.204,666304.594,M,Sólido
453,P-805,958436.389,473471.298,L,Rocoso
454,P-291,-838910.954,205030.448,S,Rocoso
455,P-418,-574634.016,947472.67,XL,Líquido
456,P-931,686660.767,81741.946,XL,Gas
457,P-274,46442.346,-793756.133,L,Sólido
458,P-398,154393.415,-250254.72,S,Plasma
459,P-197,-411624.153,-395999.085,S,Rocoso
460,P-142,-894138.524,31947.598,L,Sólido
461,P-372,408770.262,-622326.616,S,Criogénico
462,P-210,219088.061,-25159.125,XL,Gas
463,P-868,56439.858,501491.444,XL,Rocoso
464,P-740,323044.492,186519.461,M,Criogénico
465,P-345,-887304.514,471260.837,XL,Rocoso
466,P-836,-144374.4,466110.002,L,Criogénico
467,P-618,-698618.161,-387573.353,M,Líquido
468,P-747,186086.654,173815.312,M,Criogénico
469,P-316,160016.66,-504742.769,S,Plasma
470,P-357,-596841.055,665775.192,L,Rocoso
471,P-413,830483.142,258616.567,XL,Rocoso
472,P-527,929187.687,565281.264,M,Sólido
473,P-735,772789.446,758696.208,M,Rocoso
474,P-847,812893.542,94203.76,M,Gas
475,P-189,161418.009,917627.751,L,Plasma
476,P-683,237588.43,-31667.552,M,Gas
477,P-939,-219692.588,790934.429,XL,Criogénico
478,P-525,606837.846,916104.642,XL,Gas
479,P-551,-20914.402,-107627.129,L,Líquido
480,P-772,-59631.4,628580.198,XL,Plasma
481,P-942,216938.034,-816123.332,L,Rocoso
482,P-556,-892981.928,-40478.955,XL,Sólido
483,P-887,115270.109,917898.342,M,Líquido
484,P-593,410463.405,-416395.326,S,Gas
485,P-438,-366611.552,353957.199,M,Plasma
486,P-475,836317.266,-130878.543,M,Gas
487,P-734,34968.511,653404.308,XL,Criogénico
488,P-114,-841312.673,-154608.074,L,Sólido
489,P-646,-902514.344,-55011.577,XL,Rocoso
490,P-488,-308809.809,424340.223,S,Gas
491,P-513,220365.533,822902.835,S,Criogénico
492,P-928,-166649.84,503580.185,S,Gas
493,P-611,314006.38,308471.816,L,Líquido
494,P-124,838464.931,576476.841,XL,Rocoso
495,P-562,-716212.375,553462.702,L,Rocoso
496,P-548,-634355.256,979581.299,L,Sólido
497,P-651,-770077.341,519010.51,M,Gas
498,P-609,-865517.838,400548.631,S,Sólido
499,P-558,-291411.641,798365.844,S,Rocoso
500,P-677,-658775.265,-65654.779,XL,Líquido
501,P-117,933680.001,-155388.494,XL,Sólido
502,P-187,933513.008,661232.041,S,Líquido
503,P-723,939870.903,290235.696,XL,Sólido
504,P-685,39323.01,866824.442,M,Criogénico
505,P-697,423609.932,-29490.34,S,Criogénico
506,P-672,383858.811,636387.158,M,Criogénico
507,P-927,339207.922,-46374.103,L,Criogénico
508,P-777,997598.551,82098.725,S,Rocoso
509,P-207,54818.499,18828.374,S,Criogénico
510,P-400,329955.628,832029.332,L,Criogénico
511,P-366,751098.458,500148.527,M,Sólido
512,P-120,-297071.542,-723789.841,L,Gas
513,P-198,-29248.637,-331289.17,M,Sólido
514,P-887,21865.104,614083.611,XL,Rocoso
515,P-898,-518385.464,449250.981,M,Plasma
516,P-387,-406000.503,-861962.067,XL,Rocoso
517,P-451,-74752.423,762251.684,S,Líquido
518,P-609,282298.776,-224378.767,S,Sólido
519,P-599,-290408.913,177896.537,L,Sólido
520,P-475,-603502.146,805026.529,L,Líquido
521,P-827,331842.046,169899.362,L,Gas
522,P-132,-279299.589,-86158.971,XL,Plasma
523,P-698,-516648.482,945115.051,L,Criogénico
524,P-679,-986224.092,83551.364,L,Rocoso
525,P-442,-257784.713,-555918.314,XL,Gas
526,P-482,-861236.63,977126.995,M,Plasma
527,P-865,-362303.902,760523.971,XL,Plasma
528,P-295,799468.982,82517.774,S,Líquido
529,P-656,767361.186,-552409.611,M,Plasma
530,P-441,-885107.74,-332257.339,S,Rocoso
531,P-930,310427.59,526257.727,XL,Plasma
532,P-427,997505.631,937341.785,L,Plasma
533,P-808,405447.353,-474808.13,S,Líquido
534,P-881,995551.26,305293.535,XL,Sólido
535,P-211,89828.855,661154.633,M,Sólido
536,P-968,54947.416,-440178.216,XL,Rocoso
537,P-553,910181.492,978624.88,L,Gas
538,P-282,-73850.092,987289.009,L,Criogénico
539,P-517,581782.158,-567732.677,M,Sólido
540,P-905,373793.902,-277169.401,XL,Plasma
541,P-563,121314.517,-567353.697,M,Sólido
542,P-197,-102523.885,797649.773,S,Gas
543,P-350,113989.727,-631797.573,S,Sólido
544,P-133,128075.763,277433.673,S,Rocoso
545,P-828,94955.676,-801100.279,M,Sólido
546,P-832,-535714.776,-175932.921,L,Sólido
547,P-596,435567.995,-117723.864,S,Plasma
548,P-535,457245.262,-418111.366,M,Gas
549,P-669,-800779.599,-522503.658,XL,Rocoso
550,P-182,846220.091,-242769.404,S,Plasma
551,P-658,972133.656,-984802.395,S,Líquido
552,P-869,739887.688,-514885.773,S,Líquido
553,P-238,126595.559,980139.191,L,Líquido
554,P-300,35789.496,-864422.369,M,Criogénico
555,P-664,479847.194,-249839.76,S,Gas
556,P-707,-335612.782,-368308.473,XL,Criogénico
557,P-478,-214798.275,834804.646,S,Plasma
558,P-420,921650.349,530067.483,M,Gas
559,P-868,547648.985,-164387.568,S,Criogénico
560,P-477,-618681.204,106936.493,S,Criogénico
561,P-889,236337.143,880553.101,S,Gas
562,P-729,538533.488,814795.57,M,Plasma
563,P-170,446980.196,-274502.59,M,Sólido
564,P-810,-3014.48,646125.292,L,Sólido
565,P-445,791760.616,-344595.326,S,Rocoso
566,P-334,847908.956,-750323.172,XL,Líquido
567,P-670,464432.958,203797.44,M,Rocoso
568,P-149,889958.044,-300922.233,M,Líquido
569,P-658,-962141.806,712516.396,XL,Plasma
570,P-753,-347114.812,-214656.123,S,Gas
571,P-858,-574509.516,786541.934,S,Líquido
572,P-910,-482357.612,-334724.567,XL,Gas
