id_mision,fecha,hora,id_equipo,id_planeta,completada
74,2024-04-24,19:50,509,326,True
75,2026-02-18,13:17,576,235,None
76,2025-01-01,00:23,552,1118,True
77,2026-10-14,12:40,683,924,None
78,2025-08-22,10:33,380,918,True
79,2024-06-25,19:10,613,550,True
80,2025-12-21,22:47,38,34,None
81,2023-08-12,04:14,677,1148,True
82,2026-09-22,15:17,607,791,None
83,2025-10-08,08:57,313,61,False
84,2025-10-10,12:08,480,387,True
85,2024-11-12,01:23,283,171,False
86,2024-05-24,19:47,643,1007,False
87,2024-05-09,09:12,751,647,True
88,2026-01-06,07:32,78,531,None
89,2023-06-15,07:19,226,1062,False
90,2026-04-29,14:59,803,854,None
91,2026-05-10,00:02,941,594,None
92,2026-08-24,11:55,145,13,None
93,2024-02-11,00:09,609,638,False
94,2023-04-27,02:15,600,82,False
95,2025-01-11,10:22,250,1112,True
96,2023-06-21,10:10,113,811,True
97,2023-06-30,20:45,774,1079,True
98,2025-07-27,15:06,330,196,False
99,2026-04-25,07:18,361,143,None
100,2024-04-14,21:21,242,405,True
101,2022-10-24,03:42,556,908,True
102,2023-05-19,06:28,977,950,False
103,2023-07-10,14:56,307,611,True
104,2025-10-23,01:40,535,972,None
105,2025-06-06,04:37,816,1128,False
106,2024-06-27,05:26,737,1032,False
107,2025-12-25,12:21,985,398,None
108,2026-08-08,01:42,133,1053,None
109,2024-02-22,03:23,493,813,True
110,2024-08-03,05:22,374,343,False
111,2026-06-30,01:18,347,72,None
112,2026-03-09,11:32,714,831,None
113,2023-02-22,02:08,493,405,True
114,2025-07-14,05:27,708,297,False
115,2024-06-13,05:14,184,699,False
116,2025-08-11,14:26,239,399,True
117,2024-01-12,20:30,443,892,False
118,2024-02-08,04:54,610,610,False
119,2024-01-04,09:26,56,1025,False
120,2025-02-21,06:09,764,129,True
121,2024-09-22,18:47,123,1165,True
122,2024-01-08,13:43,844,456,False
123,2026-06-09,00:15,400,977,None
124,2026-06-18,20:20,229,1014,None
125,2025-12-28,15:23,130,792,None
126,2023-08-15,12:00,447,292,False
127,2024-04-10,01:33,846,1113,True
128,2026-06-08,19:26,265,338,None
129,2023-01-20,18:09,405,388,False
130,2022-11-13,08:46,565,145,True
131,2023-03-07,10:23,22,714,False
132,2023-12-23,14:23,812,1110,False
133,2026-06-11,08:37,838,66,None
134,2026-04-26,03:03,365,541,None
135,2024-09-15,05:34,456,302,True
136,2023-04-26,03:37,17,175,False
137,2026-05-24,13:30,813,1121,None
138,2024-11-28,07:15,714,614,False
139,2023-01-24,16:36,759,641,False
140,2022-11-23,23:05,810,475,False
141,2026-06-09,17:18,561,1177,None
142,2024-11-03,16:39,847,376,False
143,2023-12-12,06:41,546,930,True
144,2023-09-07,12:40,548,1099,False
145,2023-11-30,21:48,468,284,True
146,2024-10-19,14:40,350,651,True
147,2025-07-13,02:30,257,302,False
148,2026-09-26,23:12,917,512,None
149,2023-05-11,01:07,565,528,False
150,2024-11-29,15:35,862,989,True
151,2025-07-13,02:21,874,1186,True
152,2026-10-11,04:47,435,579,None
153,2024-09-26,07:32,52,768,False
154,2026-01-29,11:02,211,442,None
155,2024-10-27,23:58,932,615,True
156,2024-02-20,15:16,732,892,True
157,2025-11-21,18:35,399,782,None
158,2026-08-17,14:39,603,835,None
159,2024-06-14,21:57,758,405,True
160,2024-12-05,18:32,764,1017,False
161,2025-01-23,13:54,310,160,False
162,2022-12-11,05:46,456,978,True
163,2025-09-16,19:25,66,453,True
164,2024-11-08,23:29,178,867,True
165,2023-09-27,18:17,771,412,False
166,2023-11-02,04:47,42,483,False
167,2024-07-20,11:16,188,387,False
168,2024-10-08,11:05,731,243,True
169,2026-04-30,01:27,900,470,None
170,2025-02-13,17:59,972,477,True
171,2023-04-26,15:29,67,458,False
172,2026-01-19,03:30,24,870,None
173,2023-11-04,11:56,72,878,False
174,2023-02-08,16:47,712,554,True
175,2025-12-20,20:18,903,640,None
176,2026-03-04,18:35,999,343,None
177,2024-01-27,05:43,520,7,True
178,2024-12-07,22:02,462,432,True
179,2026-08-30,20:17,556,325,None
180,2024-02-15,07:30,328,881,False
181,2022-12-16,18:59,808,517,False
182,2025-09-20,08:17,678,669,True
183,2024-02-10,03:57,895,299,True
184,2023-02-27,16:35,21,321,False
185,2024-02-14,23:46,367,193,True
186,2023-08-06,07:01,52,1173,True
187,2023-05-02,05:07,867,120,False
188,2026-03-13,09:03,485,475,None
189,2023-09-10,00:24,379,471,True
190,2025-05-02,06:35,464,391,False
191,2025-03-10,13:11,905,318,False
192,2024-08-27,22:16,477,696,False
193,2026-07-03,15:38,436,313,None
194,2025-08-17,02:02,598,165,False
195,2025-05-26,09:08,297,979,False
196,2025-06-27,09:45,138,469,False
197,2024-04-05,08:36,488,297,False
198,2026-09-18,08:44,195,782,None
199,2025-12-29,04:37,981,156,None
200,2026-09-22,17:22,236,614,None
201,2024-08-13,07:11,179,770,False
202,2026-07-31,05:10,300,1108,None
203,2026-05-28,13:34,648,543,None
204,2026-05-12,02:19,504,782,None
205,2024-09-01,05:03,671,248,True
206,2024-06-17,13:04,259,1145,True
207,2026-08-31,00:19,135,37,None
208,2025-05-05,17:03,57,27,False
209,2024-06-28,18:41,638,283,True
210,2023-05-20,06:14,678,1196,False
211,2024-12-06,23:14,118,1037,False
212,2025-06-20,14:43,281,838,True
213,2022-11-03,18:10,806,127,True
214,2025-12-24,08:23,880,408,None
215,2026-03-23,22:06,96,1077,None
216,2023-11-17,05:59,768,216,False
217,2024-01-02,17:16,491,531,True
218,2023-03-28,15:22,554,576,False
219,2025-07-10,03:39,336,987,True
220,2025-06-08,17:52,921,713,False
221,2023-07-13,12:03,747,695,False
222,2025-03-06,15:01,320,1088,True
223,2024-08-14,23:09,791,668,False
224,2026-09-27,00:32,85,486,None
225,2023-05-03,19:20,742,243,True
226,2025-06-23,15:56,732,103,False
227,2025-10-05,13:58,374,139,True
228,2023-07-28,03:56,170,167,False
229,2024-08-13,10:17,232,937,True
230,2026-02-16,12:40,855,1141,None
231,2024-10-26,03:42,43,461,True
232,2025-12-21,11:49,516,440,None
233,2024-12-16,10:29,30,1106,True
234,2024-12-25,20:52,206,220,False
235,2025-03-20,14:37,146,977,False
236,2025-06-06,08:27,38,995,False
237,2024-12-22,00:48,636,180,False
238,2025-11-15,15:00,889,313,None
239,2023-01-08,04:07,721,1048,True
240,2025-04-08,18:30,141,550,True
241,2023-04-17,18:33,682,910,True
242,2025-03-11,05:13,970,760,False
243,2024-01-13,11:43,746,159,True
244,2024-06-02,23:51,227,356,False
245,2024-05-25,18:15,129,122,False
246,2024-06-24,15:08,745,181,True
247,2026-02-14,21:57,326,686,None
248,2026-09-06,16:22,13,245,None
249,2024-05-05,19:47,402,850,True
250,2025-06-23,22:49,525,284,False
251,2024-05-24,00:36,280,351,True
252,2026-05-10,18:19,752,1046,None
253,2026-07-30,21:48,444,173,None
254,2024-12-02,12:08,856,116,True
255,2026-01-07,13:57,864,396,None
256,2025-10-26,19:03,426,722,None
257,2024-01-23,16:24,595,772,False
258,2023-01-18,03:48,469,699,True
259,2025-08-21,23:19,676,822,False
260,2026-01-05,03:32,14,451,None
261,2025-05-12,14:35,811,482,True
262,2026-04-18,03:38,973,336,None
263,2025-11-09,13:47,902,1,None
264,2023-06-26,05:26,164,246,False
265,2026-04-23,18:45,507,681,None
266,2023-07-22,20:50,353,765,False
267,2026-04-22,14:52,667,734,None
268,2026-08-16,17:06,700,1189,None
269,2024-03-23,14:13,168,758,True
270,2025-11-07,13:48,999,959,None
271,2022-11-12,05:58,300,378,False
272,2024-05-31,06:12,888,64,False
273,2023-10-22,01:44,2,896,False
274,2024-01-31,02:18,223,312,False
275,2022-11-24,06:14,973,271,False
276,2026-04-14,17:07,589,779,None
277,2025-05-12,20:26,784,391,False
278,2024-05-09,06:41,435,389,True
279,2024-09-01,18:05,70,1081,False
280,2024-11-20,05:30,745,862,True
281,2026-01-27,01:01,797,954,None
282,2023-10-10,07:55,176,639,True
283,2024-07-03,04:57,962,234,True
284,2023-07-10,09:39,465,217,True
285,2023-11-05,21:14,369,342,False
286,2025-06-15,18:59,313,325,True
287,2024-06-18,19:15,151,266,True
288,2025-07-07,09:38,478,815,True
289,2023-03-12,17:38,416,897,True
290,2026-03-23,05:24,524,186,None
291,2026-08-16,12:47,105,419,None
292,2026-07-13,10:36,898,1166,None
293,2025-09-06,13:38,992,564,True
294,2025-02-05,22:54,808,201,True
295,2025-09-29,04:53,691,316,True
296,2025-02-08,04:25,829,123,False
297,2025-03-01,17:42,896,557,False
298,2024-02-03,11:09,10,1134,False
299,2025-01-01,22:41,289,97,False
300,2024-12-21,03:24,737,1019,False
301,2025-11-19,17:54,284,857,None
302,2024-11-19,15:32,115,249,True
303,2023-01-14,09:03,285,1007,False
304,2022-12-21,11:33,569,627,False
305,2024-02-21,18:08,800,989,True
306,2026-08-25,17:29,736,13,None
307,2026-08-21,17:54,413,1115,None
308,2025-12-02,19:50,779,1086,None
309,2023-10-10,15:07,96,674,True
310,2023-12-07,09:18,363,806,False
311,2023-04-05,16:30,666,400,False
312,2025-08-25,22:39,718,623,False
313,2023-05-03,06:06,489,1158,True
314,2024-05-04,16:36,461,648,False
315,2025-11-11,04:24,517,744,None
316,2025-06-07,07:22,657,253,True
317,2026-01-12,11:18,261,778,None
318,2025-10-08,05:12,711,315,False
319,2024-08-17,08:44,357,386,False
320,2025-06-13,00:34,99,786,False
321,2022-11-22,08:27,17,666,False
322,2023-04-07,23:43,123,134,True
323,2024-11-26,07:25,873,718,False
324,2022-12-01,08:00,461,335,True
325,2023-03-14,05:49,510,803,True
326,2023-10-21,12:48,806,137,True
327,2025-11-02,12:21,19,132,None
328,2025-02-15,16:21,973,51,True
329,2026-09-06,23:37,234,369,None
330,2024-07-06,13:20,236,502,False
331,2024-11-03,10:25,734,152,False
332,2022-10-20,03:44,668,693,False
333,2024-01-27,19:43,84,725,False
334,2023-03-20,00:36,903,40,True
335,2023-08-19,15:35,704,1103,True
336,2023-03-09,22:35,614,994,True
337,2023-07-05,12:34,167,865,False
338,2025-01-04,14:43,718,475,True
339,2023-04-14,08:25,19,793,False
340,2025-06-30,11:08,893,1171,True
341,2023-01-30,06:57,176,1140,False
342,2024-07-28,00:23,715,369,False
343,2024-11-17,21:27,431,692,False
344,2023-03-08,15:09,966,931,True
345,2024-11-16,02:15,984,1054,False
346,2025-10-20,22:37,799,210,None
347,2025-07-30,19:31,530,872,True
348,2024-09-25,00:41,698,185,True
349,2023-12-18,00:47,920,1063,True
350,2025-04-14,10:32,757,724,True
351,2022-11-23,02:22,91,246,False
352,2023-04-09,00:11,437,804,False
353,2023-05-27,00:09,738,467,False
354,2023-11-11,10:52,225,683,False
355,2024-09-21,03:14,770,196,True
356,2024-03-09,23:55,499,109,False
357,2026-03-12,15:58,66,224,None
358,2024-08-27,02:48,341,961,True
359,2023-03-25,00:32,150,17,False
360,2026-07-25,14:15,641,71,None
361,2023-12-08,22:40,232,507,False
362,2026-02-28,02:14,64,701,None
363,2024-02-20,10:51,698,254,True
364,2025-11-30,04:46,883,1022,None
365,2024-08-06,01:56,972,37,True
366,2026-08-29,16:48,588,50,None
367,2023-02-12,22:33,178,578,True
368,2023-04-11,09:09,450,740,True
369,2023-03-02,11:15,615,979,False
370,2025-07-22,18:51,609,693,False
371,2024-11-20,16:35,137,860,True
372,2025-01-04,17:53,89,1150,False
373,2023-03-08,07:09,119,561,False
374,2026-04-25,02:01,649,516,None
375,2023-06-10,21:47,945,347,True
376,2026-03-04,09:49,736,860,None
377,2025-08-01,10:29,84,1162,False
378,2024-06-09,23:12,591,638,False
379,2025-01-23,12:11,851,391,True
380,2024-09-01,22:53,954,669,False
381,2024-04-20,17:25,332,155,False
382,2023-06-18,06:07,519,471,True
383,2024-06-01,15:48,464,212,False
384,2025-03-26,15:54,308,425,False
385,2023-10-17,03:56,561,758,False
386,2026-04-11,10:44,243,288,None
387,2023-02-22,07:54,247,1052,True
388,2023-03-29,01:01,182,456,True
389,2023-12-22,02:20,864,871,True
390,2026-08-11,10:26,948,1154,None
391,2026-05-12,11:29,828,611,None
392,2024-10-11,20:46,181,821,False
393,2024-07-06,23:28,26,137,True
394,2025-10-25,00:05,669,504,None
395,2026-01-26,00:59,289,1048,None
396,2023-07-16,14:58,197,725,False
397,2023-11-05,14:34,360,456,True
398,2024-02-08,09:37,594,377,True
399,2025-07-15,07:47,500,895,True
400,2025-01-13,22:35,581,1065,True
401,2025-08-14,22:04,152,480,True
402,2024-05-24,05:11,528,17,True
403,2024-09-05,20:34,781,336,False
404,2024-03-02,16:19,601,781,False
405,2026-03-24,09:36,938,121,None
406,2024-11-26,06:51,135,1073,False
407,2024-03-02,01:55,4,592,True
408,2025-04-15,19:00,555,318,True
409,2025-06-09,20:28,317,813,False
410,2023-05-08,06:02,626,845,True
411,2023-01-09,10:48,384,142,True
412,2025-06-12,22:24,651,1173,False
413,2024-05-23,15:07,544,218,True
414,2026-01-06,18:19,687,850,None
415,2025-11-25,23:24,169,729,None
416,2025-06-26,23:54,786,1190,True
417,2023-10-12,07:36,399,310,True
418,2026-01-25,05:19,289,998,None
419,2023-01-31,17:35,469,926,True
420,2026-10-05,19:22,798,235,None
421,2024-10-31,14:56,537,728,False
422,2024-06-12,13:12,673,811,True
423,2022-12-07,10:27,662,688,True
424,2026-07-07,08:28,461,990,None
425,2024-04-27,21:01,612,614,False
426,2023-11-18,02:15,330,1165,False
427,2023-10-27,07:01,698,26,True
428,2023-09-08,16:22,843,69,True
429,2023-03-26,19:31,602,1197,True
430,2026-04-30,22:04,992,83,None
431,2025-10-29,19:45,644,300,None
432,2025-06-30,09:33,834,38,True
433,2025-08-06,13:26,66,453,False
434,2022-11-27,09:13,988,744,True
435,2024-06-23,07:00,340,588,False
436,2026-02-05,15:47,40,115,None
437,2022-12-02,16:13,566,889,False
438,2023-12-27,06:45,756,221,False
439,2025-01-29,23:44,875,270,False
440,2024-02-04,13:59,346,383,True
441,2026-08-21,05:31,856,867,None
442,2026-05-20,14:37,249,527,None
443,2025-05-29,17:39,483,452,True
444,2025-04-03,21:52,432,462,True
445,2023-06-17,16:42,35,1003,False
446,2022-11-16,11:09,505,1130,False
447,2025-07-07,15:56,327,716,True
448,2025-04-12,02:54,196,1076,False
449,2025-01-11,22:31,557,140,True
450,2024-01-19,06:36,920,138,True
451,2023-04-15,20:37,100,1182,True
452,2026-07-12,00:15,150,1123,None
453,2024-10-18,03:36,609,151,False
454,2024-09-30,21:12,236,613,True
455,2024-12-12,06:10,582,50,False
456,2024-11-07,14:56,625,271,False
457,2023-11-05,18:32,308,76,False
458,2024-11-25,09:13,369,98,True
459,2023-10-18,08:45,404,169,False
460,2026-04-29,12:38,966,1153,None
461,2022-12-31,04:26,536,719,False
462,2026-06-05,08:44,75,1124,None
463,2024-06-15,09:09,881,884,True
464,2026-07-07,22:55,847,46,None
465,2026-03-20,03:09,944,1116,None
466,2026-04-30,03:42,319,803,None
467,2026-08-28,11:35,305,460,None
468,2024-03-05,11:38,968,141,True
469,2024-09-30,07:09,811,518,True
470,2024-01-31,21:47,633,1175,False
471,2024-09-05,12:37,107,589,True
472,2023-06-29,12:22,186,493,False
473,2025-04-21,13:11,141,462,True
474,2026-01-01,09:18,417,468,None
475,2023-01-13,14:59,770,185,False
476,2024-01-01,02:39,435,1185,False
477,2026-06-03,17:20,718,1025,None
478,2023-07-23,16:51,155,231,True
479,2026-04-10,13:02,302,472,None
480,2026-09-05,09:18,496,103,None
481,2026-03-13,20:51,586,1067,None
482,2024-01-26,21:22,446,530,False
483,2025-05-02,05:19,256,962,False
484,2025-03-22,11:57,964,701,True
485,2023-04-11,18:30,183,632,False
486,2025-03-26,15:31,581,189,False
487,2026-09-08,14:49,473,465,None
488,2024-03-25,09:45,611,1050,True
489,2023-08-05,16:07,17,471,True
490,2024-12-08,08:08,721,443,False
491,2025-08-03,06:15,215,422,False
492,2023-11-02,05:16,674,104,False
493,2023-06-16,14:10,316,9,True
494,2025-11-11,22:41,536,724,None
495,2025-09-21,01:04,503,614,True
496,2024-01-05,10:54,670,434,False
497,2025-06-18,22:48,318,164,True
498,2026-10-15,17:07,410,252,None
499,2023-02-13,17:21,999,1188,False
500,2025-06-27,01:47,936,118,True
501,2026-06-01,18:24,544,476,None
502,2023-12-04,21:34,905,338,False
503,2025-01-19,02:07,390,664,True
504,2023-05-05,11:32,803,317,True
505,2024-01-10,13:15,457,770,True
506,2026-03-14,20:37,914,724,None
507,2025-04-22,07:54,753,362,True
508,2023-01-24,01:47,30,623,True
509,2025-11-25,04:08,514,993,None
510,2025-11-17,20:44,990,1173,None
511,2025-03-19,05:25,35,258,False
512,2024-10-12,13:35,258,425,True
513,2025-11-22,18:56,377,965,None
514,2025-09-20,19:48,993,61,False
515,2025-09-08,20:01,939,310,False
516,2025-11-04,08:44,40,273,None
517,2023-08-01,14:37,459,59,False
518,2022-12-14,19:23,871,997,False
519,2023-09-29,18:12,120,485,True
520,2025-07-10,20:39,446,106,False
521,2025-06-11,11:20,286,36,True
522,2024-01-21,05:25,227,593,False
523,2024-08-25,15:20,402,489,True
524,2023-01-15,18:16,803,733,True
525,2026-01-11,17:27,194,202,None
526,2023-01-22,10:08,976,602,False
527,2025-04-06,14:27,137,567,False
528,2026-04-09,16:17,936,678,None
529,2023-07-16,00:44,227,424,False
530,2024-09-21,02:51,690,266,False
531,2023-03-28,07:35,437,282,False
532,2026-07-21,19:56,413,130,None
533,2024-09-12,19:58,279,440,True
534,2026-02-17,12:24,810,658,None
535,2023-12-10,20:34,510,134,False
536,2025-03-22,22:40,607,449,False
537,2023-07-16,07:33,928,1182,True
538,2023-09-30,22:31,659,92,True
539,2026-04-05,15:43,139,593,None
540,2024-10-17,14:25,543,645,False
541,2025-07-28,08:06,282,1177,True
542,2023-08-30,04:17,690,303,False
543,2024-02-18,23:12,876,1176,True
544,2023-07-04,08:23,522,1153,False
545,2024-04-19,05:01,816,391,True
546,2025-07-03,16:46,873,75,False
547,2025-07-29,08:21,852,512,True
548,2024-10-13,19:51,776,492,False
549,2025-07-16,07:55,11,1196,True
550,2023-06-19,02:27,191,302,False
551,2024-08-01,04:09,777,122,False
552,2025-01-29,03:09,690,162,True
553,2026-04-01,10:49,80,835,None
554,2023-07-20,23:03,595,1198,False
555,2023-08-21,20:00,809,771,True
556,2024-03-30,09:04,234,889,True
557,2023-09-09,18:04,511,175,True
558,2025-04-28,22:46,993,770,True
559,2026-06-13,06:34,949,322,None
560,2023-03-26,05:32,440,820,True
561,2026-09-19,00:11,855,551,None
562,2023-12-10,14:58,449,645,True
563,2024-01-25,21:32,335,654,False
564,2025-06-01,21:25,133,184,True
565,2024-10-31,04:44,264,1153,False
566,2023-06-20,00:02,623,911,False
567,2025-04-18,03:45,596,1106,True
568,2025-08-03,09:40,249,783,False
569,2024-01-19,20:09,10,121,True
570,2024-02-06,22:03,901,744,True
571,2026-01-24,22:43,67,119,None
572,2023-09-04,20:38,771,404,False
573,2022-10-28,22:37,81,570,True
574,2024-09-12,03:07,634,1160,False
575,2024-04-22,01:44,689,148,False
576,2025-03-31,13:05,127,900,False
577,2024-06-04,21:10,688,760,False
578,2023-02-18,16:57,782,392,True
579,2024-04-15,21:36,49,958,False
580,2025-05-03,00:58,95,1096,False
581,2023-12-31,03:27,9,112,True
582,2025-06-08,06:55,796,1110,False
583,2026-07-17,20:31,6,145,None
584,2023-07-04,22:06,878,1152,True
585,2025-02-12,23:03,500,1135,True
586,2025-08-13,18:22,994,311,False
587,2025-03-24,07:11,194,165,False
588,2023-01-24,16:56,431,303,True
589,2025-09-29,10:09,224,798,False
590,2024-01-08,07:12,534,634,True
591,2026-07-26,11:17,51,311,None
592,2024-12-03,23:26,474,702,False
593,2023-08-07,21:09,220,15,True
594,2025-07-08,13:28,872,753,False
595,2025-05-05,08:28,688,244,True
596,2026-03-21,02:46,143,469,None
597,2026-08-27,21:55,323,206,None
598,2026-01-19,15:20,105,204,None
599,2025-06-14,18:23,378,664,True
600,2023-06-10,20:08,95,590,False
601,2025-08-29,06:51,504,232,True
602,2023-01-13,08:38,668,232,False
603,2023-11-16,07:27,497,53,False
604,2026-02-06,07:38,104,945,None
605,2023-05-14,02:51,247,1147,False
606,2026-02-28,11:59,253,973,None
607,2023-03-28,05:45,218,640,True
608,2025-10-29,12:10,39,1118,None
609,2024-11-21,15:24,918,188,True
610,2023-07-09,18:15,176,1145,True
611,2023-09-25,22:15,651,1054,True
612,2025-09-18,13:53,863,953,True
613,2025-07-14,23:40,448,94,False
614,2025-06-30,11:50,566,55,False
615,2025-04-06,14:49,247,799,True
616,2023-03-24,05:02,355,552,True
617,2025-06-17,08:15,549,331,True
618,2024-10-24,23:00,7,923,True
619,2023-08-08,09:42,697,624,True
620,2023-08-18,20:08,62,109,True
621,2023-03-28,22:42,209,1159,False
622,2024-06-27,16:07,23,1082,True
623,2025-03-30,10:37,346,1148,True
624,2023-09-12,11:47,458,1156,False
625,2023-10-18,14:34,517,122,False
626,2026-02-11,21:23,709,225,None
627,2025-01-21,20:20,526,535,True
628,2025-06-14,03:57,920,526,False
629,2022-12-17,16:06,334,830,True
630,2025-12-28,21:05,553,100,None
631,2022-10-21,16:58,641,988,False
632,2025-11-06,17:14,519,793,None
633,2025-05-23,08:00,464,923,True
634,2024-04-29,06:30,880,779,False
635,2023-04-25,10:18,211,887,False
636,2025-10-14,15:44,252,89,False
637,2025-01-17,21:09,634,684,True
638,2026-05-11,19:09,370,692,None
639,2025-12-22,11:58,100,5,None
640,2024-07-08,05:53,4,438,True
641,2024-03-07,14:13,630,670,False
642,2025-06-28,05:01,327,730,True
643,2026-01-03,09:14,514,761,None
644,2026-09-12,16:57,370,317,None
645,2024-07-14,18:19,450,23,True
646,2025-12-07,11:14,753,169,None
647,2025-01-05,01:07,676,574,False
648,2024-01-04,04:43,204,165,False
649,2023-10-19,08:51,656,1175,True
650,2025-03-30,10:59,415,238,False
651,2024-10-30,12:33,977,464,True
652,2024-05-11,13:15,593,911,False
653,2024-08-30,23:40,629,975,True
654,2024-11-07,23:51,596,359,True
655,2026-05-26,03:37,277,296,None
656,2022-11-02,08:14,883,1075,True
657,2024-09-05,11:13,124,838,False
658,2023-10-03,01:15,658,340,False
659,2023-05-25,06:53,640,611,False
660,2023-08-12,15:14,342,71,True
661,2026-09-22,21:35,398,969,None
662,2023-11-11,19:12,278,472,True
663,2023-06-07,06:24,510,444,False
664,2023-11-29,15:56,577,1159,True
665,2026-03-12,18:10,228,61,None
666,2025-04-27,03:31,992,1009,False
667,2024-10-26,00:37,800,1029,False
668,2026-06-30,19:29,229,519,None
669,2023-08-20,18:17,986,324,False
670,2024-12-23,04:35,187,300,True
671,2025-09-05,16:42,472,492,False
672,2025-09-14,11:34,397,1083,False
673,2026-03-24,10:51,360,588,None
674,2023-04-27,18:58,284,102,False
675,2024-10-17,12:24,702,427,False
676,2025-11-17,05:02,721,984,None
677,2026-01-10,15:59,52,736,None
678,2025-02-25,07:38,745,145,True
679,2024-05-18,12:16,294,200,True
680,2025-09-03,12:23,457,661,True
681,2022-12-11,01:56,36,1004,True
682,2024-05-31,18:21,29,8,False
683,2023-01-16,12:59,696,533,False
684,2026-06-23,14:48,146,363,None
685,2026-02-18,00:22,916,358,None
686,2023-04-20,17:37,247,379,True
687,2025-06-01,21:56,817,804,True
688,2023-12-13,04:57,964,1127,True
689,2025-10-22,14:47,942,811,None
690,2026-05-01,01:33,884,1100,None
691,2024-03-26,00:07,170,791,True
692,2024-06-08,11:04,818,513,True
693,2026-09-17,02:47,116,655,None
694,2025-05-26,13:10,52,36,True
695,2024-10-11,20:44,278,814,False
696,2023-03-01,04:36,238,426,True
697,2025-12-20,07:47,664,149,None
698,2026-03-26,03:28,695,923,None
699,2023-05-22,16:02,373,507,False
700,2026-05-22,17:51,210,273,None
701,2023-11-08,07:40,326,1136,False
702,2023-09-16,21:20,327,1044,False
703,2022-11-05,02:57,102,1038,True
704,2025-12-14,13:36,894,121,None
705,2022-11-12,20:51,739,324,False
706,2022-10-30,22:30,869,916,True
707,2026-04-15,19:54,589,887,None
708,2023-02-26,06:29,790,978,True
709,2026-03-13,23:36,990,1012,None
710,2024-03-06,21:17,238,800,True
711,2025-06-16,22:21,51,793,True
712,2023-04-16,04:51,873,838,False
713,2024-07-02,06:10,24,440,False
714,2023-10-15,16:10,436,328,False
715,2025-06-21,08:22,666,863,False
716,2026-02-05,07:20,101,222,None
717,2025-08-04,03:09,796,1114,True
718,2024-10-26,05:49,192,105,False
719,2023-09-25,04:22,389,627,True
720,2025-09-19,08:26,324,131,True
721,2025-04-05,10:15,98,435,True
722,2025-03-13,18:36,700,363,False
723,2024-02-01,12:27,798,1023,False
724,2024-01-24,05:19,165,1025,False
725,2025-01-13,00:47,908,64,False
726,2023-08-02,07:50,96,870,False
727,2024-09-03,00:04,613,773,False
