31,81,00:12,2
18,81,00:15,4
35,81,00:26,1;2;3;4
97,81,00:59,1;2;3
111,81,01:14,1;2;3;4
85,81,01:15,1;2;3;4
138,81,01:28,2;3;4
128,82,00:36,1;2;3
131,83,01:17,2;3;4
56,83,01:45,1;2;3
125,83,02:11,1;2;4
126,84,00:02,4
77,85,00:30,1;2;3;4
3,85,01:04,4
66,85,01:23,2;3
32,85,01:49,1;2;3;4
52,85,02:07,1;4
16,85,02:08,1;3
39,86,00:51,2
88,87,00:01,2
81,88,00:36,1
41,88,01:51,3
48,89,00:07,1;2;3
60,90,00:07,1;2;3
96,91,00:02,1;2;4
97,91,02:16,2;3
99,92,00:29,1
141,92,00:37,1;3;4
28,92,00:56,1;2;3;4
135,93,00:11,3
91,93,01:05,2
139,93,01:22,2;4
147,94,00:39,1;2;3;4
130,94,00:50,3
71,94,01:39,2
35,95,02:17,1;2;3;4
122,96,00:37,1;2
25,97,00:31,1;2;3;4
56,98,02:18,1;2;3;4
136,99,01:56,2
134,100,00:19,2
60,100,00:32,1
44,100,00:37,1;2;3;4
62,101,00:39,1;3;4
12,102,01:31,2;3;4
8,102,01:41,1;2;3;4
88,103,00:14,3;4
9,104,01:51,3
60,105,02:03,1;2;3;4
147,106,01:35,2;3
34,106,02:00,1
106,107,01:00,1;2
83,108,00:36,1;3;4
16,108,02:08,1
147,109,00:06,2;3;4
51,110,01:16,1;2;4
83,111,01:41,4
126,112,00:45,1;2;4
76,113,00:57,1;2
116,114,00:48,1;2;3;4
38,115,00:04,4
87,115,00:44,2
68,115,00:48,3
150,116,00:06,1;2;3
7,117,00:13,2;3;4
81,117,00:55,1;2;3;4
18,118,00:49,4
1,118,01:54,4
68,119,01:37,1;3;4
46,120,01:59,1;2;3;4
37,121,00:20,1;2;3;4
15,121,00:24,1;3
150,121,00:55,1;3;4
108,122,00:26,1;2;3;4
11,122,01:08,2;3;4
104,123,00:11,1;2;3;4
116,124,02:04,2
133,125,00:52,1
2,125,01:15,1;2;3;4
4,126,02:01,2;3;4
37,127,00:13,2;4
103,128,01:41,2;3;4
133,129,01:48,4
70,130,00:08,1;2;3;4
8,130,00:33,2
133,131,00:13,2;3
102,132,01:23,1;2;4
96,133,01:48,1;3;4
12,134,00:27,3
83,134,01:02,1;2;3;4
76,135,00:14,3;4
17,136,01:52,2
136,137,00:48,1;2;3;4
69,138,00:53,1;3;4
54,138,01:00,2;3
46,139,01:28,3
129,139,01:34,1;2;4
130,139,02:04,4
84,140,00:32,4
62,140,00:33,1
54,140,01:50,3
114,141,00:07,1;2;3;4
118,141,01:00,1;2;4
138,141,01:28,2;4
137,141,01:49,2;3;4
88,141,02:08,1;2;3;4
116,142,00:24,2
105,143,00:02,2;4
36,143,00:14,2
135,143,00:21,1;4
86,143,01:48,1;3
39,143,02:18,2;4
94,144,01:08,1;2;3;4
86,144,02:12,2;3;4
80,145,01:17,2
150,146,00:36,1;2;3;4
38,147,00:24,1;2;3;4
104,147,00:35,1;3
46,148,02:03,1;4
102,149,01:28,1;2;3
61,150,00:19,1;2;3
43,151,00:13,1;2;3;4
22,151,00:17,3
75,151,00:21,1;2;4
24,151,02:17,1;2
65,152,01:28,1;4
53,153,01:22,1;2;3;4
84,154,01:51,1;2;3
82,154,02:11,1;3
30,155,02:02,1;2;3
89,156,00:47,1;2;3;4
109,156,01:28,1;2;3;4
27,156,01:54,1
119,157,00:18,2;4
82,158,00:10,1
48,158,01:44,1;2;3;4
66,158,01:56,1;2
149,159,00:40,1;2;4
12,160,01:17,1;2;4
115,161,00:35,1;4
110,162,00:45,2;3;4
108,162,01:10,1;2;4
106,162,01:26,1;2;3;4
58,162,01:55,2
131,163,00:43,1;2;3;4
46,164,00:06,1;2;3;4
80,164,02:02,1;2;3;4
30,165,02:04,1;2;3
134,165,02:13,1;2;4
50,166,00:47,4
32,166,01:37,1;2;3;4
5,166,02:00,3;4
25,167,01:09,1
13,167,01:50,1;2;3
35,168,00:03,3;4
75,168,01:36,1;2;4
2,168,02:09,2
134,169,02:14,4
43,169,02:17,1;4
145,170,00:41,1;2
14,171,01:54,2;3;4
65,172,00:19,2;3
151,172,00:46,3
74,173,00:49,2
109,174,00:54,2;3
10,174,00:56,1;3;4
31,174,01:56,1
52,175,00:01,1;2;3
81,176,00:18,2;4
72,176,00:38,1;2;3;4
101,176,00:47,1;2;3;4
127,176,01:37,1;4
107,177,00:44,2
85,177,01:09,2;3;4
3,177,01:13,1;2;3
119,178,00:30,1;2;3;4
21,178,01:34,1;2;4
46,178,02:11,1;2;3;4
129,179,00:18,2;4
116,179,01:24,1;2;4
151,179,01:42,3
61,180,00:08,1;2;3;4
1,180,00:27,2;3;4
113,180,00:28,1
26,180,00:56,3
27,180,01:17,1
28,181,00:24,4
74,181,01:14,2;3;4
50,181,01:40,2;4
93,181,02:04,1;2;3;4
50,182,02:02,1;4
13,183,00:51,1;2
128,184,00:01,1;2;3;4
131,185,00:30,1
77,185,01:52,2
105,186,02:00,1
63,187,01:15,1;4
142,188,00:10,1;2;3;4
124,189,00:25,2;4
14,189,00:51,2;3;4
93,189,01:35,1;3;4
38,190,00:15,1;3;4
113,191,00:21,2;4
49,191,01:08,1;4
139,191,02:03,1;2;3;4
63,192,01:33,3;4
47,193,01:18,1;2;4
148,194,00:23,1
72,194,02:13,1;2
19,195,00:35,1;2;3;4
100,196,00:14,1;2;3;4
146,196,00:53,1;2
119,196,01:14,1;2;3
148,197,01:21,1;3;4
57,198,00:02,2
140,198,01:15,1;4
101,199,00:02,2
71,199,01:47,1;3
58,199,01:58,2
99,200,02:11,2;3;4
