470,280:3;294:3;391:1,9
469,446:3,24
468,95:3;110:4;383:2;453:4,24
467,102:3;347:3;361:1,9
466,329:4,28
465,25:1;250:3;409:1;413:4,3
464,252:3;276:3;405:1,5
463,286:1,35
462,263:1;409:4,13
461,393:4,18
460,232:2;379:3;451:1;456:2,22
459,271:4;355:1;379:4;400:3,1
458,5:4;10:2;116:3;166:2,21
457,103:3;335:2;341:2;395:2,14
456,14:1;52:2;93:3,5
455,118:2;162:2;446:3,11
454,112:3;120:1;139:2;396:4,8
453,14:2;228:4;381:1;445:4,29
452,102:1;106:1;195:2;395:1,11
451,62:3;251:3,27
450,47:3;108:4,17
449,234:1,1
448,205:1;216:3;412:3;440:3,5
447,118:1;154:4;334:4;435:1,18
446,24:2;73:2;434:1,9
445,72:4;356:1,4
444,339:3;379:3,27
443,89:2;215:2,12
442,57:1;84:4;403:2,20
441,136:3;192:1;321:1;431:3,2
440,18:1;74:4;209:2;377:2,7
439,179:2,6
438,34:4;58:4;238:2;244:1,20
437,66:3;132:1;166:4;241:4,13
436,113:2;264:2,15
435,381:1,26
434,54:2;128:3;315:2,20
433,237:3;343:2;364:3,28
432,75:1;297:4;339:1,13
431,8:1;74:2,11
430,6:4;166:3;247:2;293:4,29
429,233:3;319:4,8
428,264:3;336:3;394:2,17
427,250:4;396:1;414:3,34
426,33:4;188:1;401:2,7
425,57:1;235:3,9
424,158:1;224:2;232:4,33
423,73:2;349:1,13
422,270:2;308:1;400:3,35
421,272:2;356:3,11
420,349:2,15
419,277:4;313:2,18
418,206:3,25
417,70:3;165:1;240:1;244:3,36
416,107:1;314:1;376:4,9
415,83:2;247:4,11
414,100:3;128:1;201:2;303:3,9
413,64:2;300:2;372:4;379:2,18
412,6:3;61:1;327:4,15
411,64:4;153:2;278:1;381:3,18
410,196:3,8
409,87:4;219:3;300:2;364:1,6
408,124:4;254:4;341:1,7
407,142:3;371:3;376:4,17
406,7:4;43:2;52:4,15
405,54:4;137:4;341:4;400:1,7
404,295:1,8
403,185:4;298:4,3
402,226:1;236:4;332:4,2
401,93:1;291:3,7
400,15:4;212:3;374:3,23
399,128:1;142:3;229:4,17
398,108:3;286:4,23
397,46:3;256:3,35
396,157:1;163:1,26
395,255:2;319:4;328:2,17
394,173:2;180:2;186:3;225:1,8
393,159:3;298:2,26
392,102:1,6
391,75:3;135:4;175:2;367:4,7
390,43:3;292:2;315:4,3
389,80:3;281:1,32
388,113:2;356:2,29
387,7:3;75:2,2
386,213:2;225:4;283:2;285:4,25
385,135:4;187:3;362:3,16
384,40:2;183:3;277:2,35
383,50:4;260:3,7
382,179:2;369:4,18
381,236:4,32
380,12:4;34:1;88:3;287:4,10
379,350:3,5
378,130:1;292:4;373:4,9
377,111:3;159:3;232:2;339:4,10
376,4:3;28:1;313:1,5
375,83:2;100:2;128:1;374:4,8
374,46:4;49:4;207:4,31
373,94:1;176:3,23
372,221:3;363:4,6
371,134:2;206:2,23
370,174:4,7
369,11:1;32:3;311:1,11
368,271:1,1
367,15:3;157:1;197:2,13
366,94:1;112:2;177:3;275:2,29
365,77:4;260:1,3
364,160:3,7
363,93:2;303:1;350:4,13
362,173:4;314:4,29
361,343:1,22
360,73:2;188:4,13
359,22:1;31:1;184:3;246:4,35
358,145:2;165:4,13
357,207:4;219:4;321:1,32
356,252:1,21
355,157:3;200:1;255:1;313:2,6
354,278:2;293:3;301:1,35
353,25:3,25
352,181:1;276:4,33
351,190:1;261:2,7
350,38:2;96:4;114:2;164:1,3
349,3:2;60:3;106:2;149:4,15
348,23:2;80:2;206:3,28
347,105:4;140:1;335:4,27
346,98:1;130:4;143:1;250:4,9
345,37:1;327:1,11
344,35:2;94:3;168:4;275:3,35
343,134:1;146:1;292:4,13
342,285:4,13
341,19:4;266:4,7
340,118:1,25
339,35:2;43:4,24
338,22:2;74:2;227:3;306:1,1
337,129:2;175:3,30
336,29:4;330:4,10
335,33:2;116:2;259:3,29
334,226:1,16
333,74:3;83:1;286:1,5
332,9:2;266:3;274:3;317:1,10
331,120:1,25
330,289:1,25
329,115:1,35
328,11:4,25
327,199:2;231:4;316:3,23
326,79:3;233:2;246:2;275:3,12
325,11:4;83:3;132:2;189:1,30
324,65:3;117:2;206:4;278:4,27
323,199:3;228:3;232:3;238:4,9
322,112:2;126:2,24
321,158:2;192:4;210:2;281:4,7
320,27:2;103:3;154:2;212:4,34
319,13:4;93:2;106:3;227:2,26
318,78:3;211:4,16
317,162:1;250:1,5
316,11:1,4
315,47:2;161:2;183:2,20
314,186:3,29
313,90:1;149:2;156:2;174:2,27
312,273:4,11
311,59:4;76:1;128:1;144:2,25
310,11:3;88:4;195:2;245:4,2
309,44:3;174:1;177:2;291:2,20
308,57:3;77:1;101:3;165:4,2
307,87:3;99:1;130:4;187:3,11
306,123:3,17
305,21:4;140:1;173:3;222:1,9
304,294:1,20
303,103:1;195:3;199:4;241:3,24
302,68:3;176:2;178:4;209:3,18
301,231:1,21
300,12:2,7
299,39:3;91:1,10
298,39:1;45:1,22
297,80:4,22
296,63:1,9
295,42:1;96:1,1
294,26:4;41:3;108:2;120:4,13
293,32:4;96:2;148:1;241:1,12
292,74:2;135:1,5
291,96:2;165:2,26
290,147:2;212:4;260:3,23
289,4:3;272:3,11
288,32:1,32
287,31:4;41:1;221:1,21
286,34:4;135:3;164:4,24
285,154:2;161:2;251:2;280:1,23
284,167:4;207:4;237:4;239:2,10
283,13:4;72:2;163:4;215:3,1
282,78:1;89:1;95:4;112:4,10
281,12:4;102:4;173:2,20
280,98:4;117:4;250:4,11
279,31:3;35:4;55:3;181:2,16
278,7:3;111:2;214:3;252:3,28
277,67:3,22
276,66:1;190:1;243:4,24
275,108:3;120:4;127:3;168:3,22
274,66:2;165:2,16
273,10:1;161:4;241:2;262:3,6
272,35:4;137:2;231:3;237:2,24
271,243:2,15
270,168:3,31
269,140:4;164:3,35
268,62:3;97:1,13
267,128:1;193:3;217:3,14
266,13:1;152:4,6
265,76:4;229:2;239:4,21
264,141:4,18
263,146:2;233:2,21
262,64:1,21
261,73:1;162:4;189:3;193:4,12
260,18:1;145:1;166:2,32
259,35:2,10
258,84:2,6
257,42:4;174:3;183:1,32
256,16:4;107:2;135:1;140:2,29
255,30:3;196:2,16
254,166:1,4
253,11:1;123:2,15
252,223:2;245:3,21
251,102:1;163:3;172:4;194:1,27
250,11:2,3
249,59:4;150:1,23
248,149:3,33
247,55:2;102:1,19
246,96:4;131:2;143:2,17
245,51:3;84:4;230:1,19
244,8:4;115:2;155:2;167:1,3
243,28:2;191:2;206:3;239:2,20
242,14:2;119:3;166:2,33
241,80:1,14
240,86:2;221:4,25
239,101:2;118:4;155:4,36
238,171:2;204:1;220:1,1
237,159:1,1
236,1:4;78:2;114:1,4
235,49:4;56:3;166:1,18
234,6:1;77:1;168:3;198:2,17
233,31:1;53:4;205:2;228:1,8
232,186:2,30
231,6:4;70:1;180:2,14
230,102:4,2
229,128:4,30
228,4:1;12:3;45:3;148:4,13
227,7:2;70:2;172:4,1
226,224:4,36
225,60:1;184:3;203:3;218:1,24
224,42:3;121:3;140:2;211:3,23
223,45:4;96:3;103:3;149:2,32
222,23:3;93:2;111:3;155:3,30
221,43:1;139:3;175:2;193:3,35
220,205:2;218:2,26
219,211:4,8
218,134:1,1
217,43:2;141:3;171:4,8
216,188:3;205:4;215:4,15
215,105:1;177:2;192:4,10
214,1:1;184:4,10
213,178:3,16
212,54:1;78:2;139:1;164:1,2
211,31:1;48:1;54:3,29
210,109:3,26
209,179:3,22
208,54:4;78:1;96:4;110:1,32
207,8:4;66:4;90:1,28
206,7:4;126:1;176:4,6
205,22:2;24:1;65:4;140:4,22
204,121:1;155:3,20
203,25:1;56:2;106:1;158:4,5
202,71:4;119:1,17
201,179:4,12
200,11:3;42:4;75:1;76:2,5
199,124:2;125:1,25
198,12:3;97:2,15
197,127:2;150:4;175:1,7
196,34:1;36:4,32
195,6:3;111:1;179:4,31
194,72:4,36
193,17:3;18:4;23:4;68:2,9
192,7:2,6
191,51:4;171:3,36
190,18:2;123:4;169:1,36
189,60:2,10
188,35:1;101:3;180:1,33
187,29:3,34
186,78:2,21
185,55:2;123:4,31
184,26:1;45:2;55:2;100:2,5
183,19:2;43:4;132:3;145:2,17
182,11:4;16:1;83:2;111:3,26
181,33:4;58:2;123:2;156:3,32
180,111:1,27
179,144:1,10
178,95:3,26
177,88:3;119:3;167:3,31
176,99:2;144:4;151:3;175:1,32
175,133:1;137:3;158:3,18
174,59:3;132:3;153:2,13
173,50:4;79:3;86:3,28
172,36:3;157:2,24
171,53:2;119:1;149:3,16
170,154:3;163:2,32
169,63:3;101:4;124:3,10
168,19:1;65:4;156:4,1
167,49:3,32
166,71:4;131:2;141:3;150:1,28
165,28:4;112:3;122:1;153:2,12
164,93:1,3
163,72:1,36
162,25:2;33:1;109:1,1
161,87:3,19
160,57:3;60:3;62:2;159:2,2
159,44:2;57:1;99:2,6
158,25:2;32:4;125:2,16
157,43:1;45:1;57:2;72:3,28
156,26:1;55:4;60:4;115:4,10
155,6:2;70:4;98:4;139:3,21
154,128:4,29
153,37:1;96:4,11
152,54:4;56:3;81:2;91:3,15
151,7:1;63:4;121:1;145:4,23
150,6:4;98:4;126:4,6
149,59:3;66:3;69:4;90:2,11
148,133:2;136:1,25
147,13:2;24:1;59:1,17
146,135:3,29
145,37:4;76:3,12
144,80:2;105:1,15
143,14:2,19
142,5:2;43:1;61:1;109:1,18
141,32:4;137:3,12
140,48:2;137:1,21
139,70:1;132:1,26
138,13:4;43:2,9
137,72:4;95:2,30
136,29:2;64:1,5
135,1:4;35:4;74:4;118:4,34
134,65:2;104:4;105:2,3
133,19:3;95:1,27
132,7:3;77:4;96:2;97:1,14
131,36:4;38:2;78:2;116:1,15
130,65:4;103:3;120:2;125:4,9
129,14:3;26:3;38:1;63:3,30
128,56:1;84:3;112:3;114:4,3
127,9:3;25:2;43:1;46:1,10
126,4:2;8:3;66:1,29
125,43:3;59:3;79:3;103:3,4
124,114:4,32
123,5:1;66:2;86:4;98:3,29
122,19:2;98:1;118:4,18
121,2:2;6:2;29:4;39:2,27
120,55:3;71:2,1
119,21:1,17
118,9:2;29:4;60:1;101:1,30
117,48:4;79:3;94:3,21
116,86:3;88:2,15
115,56:4,18
114,39:4;64:1;66:3,17
113,106:2,36
112,101:2;109:2,30
111,13:3;90:4,26
110,11:2;39:2;43:4;73:1,21
109,56:4,28
108,54:1;61:3,24
107,40:2,32
106,28:4;51:2;52:3;76:2,11
105,21:4;42:1;77:1,6
104,102:1,10
103,12:2;64:1;90:1;102:4,12
102,18:3,24
101,12:1;74:2;86:3,22
100,5:1,3
99,25:2,26
98,14:1;35:3;38:2;76:1,30
97,21:1;83:4;90:2,19
96,51:3,11
95,40:3;46:4;58:4;66:2,20
94,27:2;31:2;60:1,6
93,76:1,10
92,58:2,10
91,37:3,21
90,56:4;62:1,36
89,27:1;61:3;84:2,26
88,9:1;45:1,17
87,24:4;60:3;64:4;85:2,21
86,24:1;41:2;73:3;85:4,6
85,6:2;18:4;19:3;43:2,12
84,2:3;5:3;47:3;81:1,7
83,19:3;26:3;28:4;65:2,28
82,59:3,35
81,3:4;6:1;37:4;43:4,30
80,41:2;76:4,17
79,5:3;30:4;75:3,1
78,6:4;29:2,26
77,56:1,5
76,54:1;69:3;70:1,32
75,69:3;71:1,16
74,23:2;43:1;70:4;72:1,22
73,3:1;62:2,17
72,33:4;38:2,28
71,21:1;47:3,20
70,10:2,8
69,31:1,18
68,15:3;58:1,33
67,16:1;36:3;62:1;66:3,12
66,3:1;12:2;25:2;33:3,11
65,45:1;62:3,25
64,7:4;33:2;50:2;52:2,31
63,48:2,32
62,21:2;24:1;25:1;42:4,13
61,37:3,2
60,22:1;27:3;42:4,6
59,7:1;54:2,31
58,22:1;36:1;47:3;49:2,20
57,3:1;7:3;19:2;55:3,25
56,18:4;22:1,34
55,5:3;20:4;32:1,2
54,12:1;21:2;46:1,24
53,7:3,22
52,8:2;12:1;37:2,4
51,20:1;36:3;49:3,7
50,3:1;20:3;27:3;49:1,9
49,7:1,7
48,3:1;24:3;26:2;31:2,6
47,11:1;12:1;42:4,14
46,11:2;44:4,1
45,13:2;32:1;37:4,14
44,13:2;19:4;23:4;34:3,18
43,8:4;40:3,32
42,8:4,13
41,9:1;12:2;37:2,3
40,3:1;16:4,9
39,8:1;18:2,8
38,27:1,22
37,10:2;29:1,24
36,25:3;27:4;34:2,10
35,23:2;25:2,32
34,4:1;17:4;18:4;28:2,4
33,30:3,14
32,4:3;5:3;10:2;29:4,1
31,3:4;17:3;25:3;26:2,29
30,23:3;28:4,25
29,6:4;8:2;16:1,16
28,8:2;13:1;17:3;18:3,34
27,4:3;9:4;23:1,5
26,8:3,17
25,18:2;22:4,34
24,5:1,21
23,1:2;11:2;16:1;19:3,28
22,7:4;9:3;19:1,25
21,7:1;8:3;11:3;20:4,16
20,8:1;14:1;16:1,9
19,2:2;14:4,27
18,4:4,9
17,4:3;7:1,3
16,1:1;7:3;10:4,14
15,6:2,8
14,13:3,35
13,1:3;8:2,1
12,2:1;4:2;6:3;7:1,28
11,3:1;6:1;8:1,18
10,3:2;9:1,12
9,2:2;4:3,30
8,6:4,15
7,1:2;6:3,20
6,1:4;2:1;4:2;5:3,3
5,1:1;4:2,14
4,1:4,7
3,1:3;2:3,29
2,1:4,28
