100,Voltorb,2;4;16;20;30;34,100
101,Electrode,5;6;9;10;20;21;32;35,101
102,Exeggcute,7;8;11;14;27;28;29;32;34;35,102
103,Exeggutor,3;10;17;21;24;31;32,103
104,Cubone,4;8;22;27;36,104
105,Marowak,5;7;14;20;22;23;33,105
106,Hitmonlee,1;2;15;18;28;36,106
107,Hitmonchan,1;5;10;12;21;24;26;32,107
108,Lickitung,11;19;20;22;24;25;30;33;34,108
109,Koffing,18;28;29,109
110,Weezing,8;19;23;28;32,110
111,Rhyhorn,9;14;17;19;20,111
112,Rhydon,3;13;15;23;25;33;35,112
113,Chansey,1;8;11;19;26;27;36,113
114,Tangela,3;7;16;17;26;28;36,114
115,Kangaskhan,5;8;11;13;25;29;33,115
116,Horsea,10;12;13;17,116
117,Seadra,10;15;21;29;30;34,117
118,Goldeen,5;15;20;23;30;33,118
119,Seaking,25;30;33;36,119
120,Staryu,4;7;10;26;27;29;33;36,120
121,Starmie,11;24;29;34,121
122,Mr. Mime,5;7;9;10;22;25;36,122
123,Scyther,9;10;20;23;26,123
124,Jynx,1;6;10;12;24;28;33;34,124
125,Electabuzz,5;7;9;10;17;19;25,125
126,Magmar,10;11;12;25;29,126
127,Pinsir,7;15;16;20;27;29;31;36,127
128,Tauros,5;9;11;13;20;26;27;28;33;34,128
129,Magikarp,6;11;18;19,129
130,Gyarados,2;4;13;23;27;29,130
131,Lapras,7;9;10;21;22,131
132,Ditto,1;2;5;6;7;17;18;27;29,132
133,Eevee,3;4;8;16;27;30;35,133
134,Vaporeon,1;6;16;23;27;28,134
135,Jolteon,3;17;24;25;31,135
136,Flareon,3;9;22;23;35,136
137,Porygon,2;3;5;7;9;19;26;30;31,137
138,Omanyte,2;3;13;17;19;21;23;25;28;31,138
139,Omastar,12;16;17;22;23;25;26;29;32;33,139
140,Kabuto,3;7;11;12;19;21;22;35,140
141,Kabutops,2;3;9;21;23;26;28;29;36,141
142,Aerodactyl,2;3;8;9;10;25;29;33,142
143,Snorlax,5;9;17;24;29;36,143
144,Articuno,2;12;25;32;34,144
145,Zapdos,5;6;8;9;13;15;29;32,145
146,Moltres,11;19;20;23;35;36,146
147,Dratini,2;9;13;16;32,147
148,Dragonair,5;20;25;26;27;31,148
149,Dragonite,9;23;29;30;34,149
150,Mewtwo,6;8;10;11;20;34,150
151,Mew,9;13;17;18;20;32,151
152,Chikorita,2;3;6;17;21;36,152
153,Bayleef,16;19;20;22;26;31;33;35,153
154,Meganium,14;20;22;27;30;31,154
155,Cyndaquil,4;7;8;9;15;21;24;33;36,155
156,Quilava,7;11;16;21;25;27;33,156
157,Typhlosion,2;6;7;8;12;19;26;30;31;32,157
158,Totodile,1;7;9;12;24;25;28;29;32;35,158
159,Croconaw,5;19;25;33;36,159
160,Feraligatr,22;24;26,160
161,Sentret,3;9;22;31;34,161
162,Furret,11;19;20;22;23;26;32,162
163,Hoothoot,2;17;20;27;31;33,163
164,Noctowl,2;10;11;16;25;34,164
165,Ledyba,2;10;14;24;27;28;29;31;32;35,165
166,Ledian,12;21;22;23;24;25;28;30;31;33,166
167,Spinarak,7;15;18;19;20;23;35,167
168,Ariados,8;23;25;26;31;33;34;35,168
169,Crobat,13;14;17;27;29;31,169
170,Chinchou,4;7;15;16;34,170
171,Lanturn,11;27;36,171
172,Pichu,4;6;15;18;19;21;24;30,172
173,Cleffa,2;3;12;19;26;29;32,173
174,Igglybuff,9;28;30;32;34;35,174
175,Togepi,1;12;17;22;30,175
176,Togetic,4;6;21;22;26;28;33,176
177,Natu,16;17;18;25;29,177
178,Xatu,4;6;8;16;20;30,178
179,Mareep,5;9;15;24;31;35,179
180,Flaaffy,3;4;6;16;19;24;29;30;34,180
181,Ampharos,8;14;21;29;34,181
182,Bellossom,4;9;15;18;22;27;30;33,182
183,Marill,3;5;23;28;35,183
184,Azumarill,9;12;19;24;27,184
185,Sudowoodo,8;9;12;13;17;18;23;35,185
186,Politoed,25;28;30;35,186
187,Hoppip,2;3;7;8;13;27;35,187
188,Skiploom,3;15;16;26;29,188
189,Jumpluff,10;15;16;20;21,189
190,Aipom,4;23;28;32;36,190
191,Sunkern,8;10;12;20;23;25;28;31;32;36,191
192,Sunflora,7;9;11;16;25;34;35;36,192
193,Yanma,3;4;5;18;25,193
194,Wooper,1;13;14;20;22;24;31,194
195,Quagsire,15;16;18;19;21;25;26,195
196,Espeon,2;14;19;21;24;31;34;35,196
197,Umbreon,10;13;15;19;22;34;36,197
198,Murkrow,5;11;16;18;23;24;30;32;34,198
199,Slowking,1;4,199
200,Misdreavus,1;14;30;33,200
201,Unown,1;2;9;17;24;27;35;36,201
202,Wobbuffet,7;10;13;16;20;34,202
203,Girafarig,15;16;20;22;26;27;30,203
204,Pineco,1;4;25;31;36,204
205,Forretress,2;3;9;14;15;31;34,205
206,Dunsparce,2;10;14;21;26,206
207,Gligar,2;4;6;9;14;23;25;33,207
208,Steelix,2;12;13;14;15;18;29;32;35,208
209,Snubbull,5;6;10;13;16;18;23,209
210,Granbull,1;20;24;29,210
211,Qwilfish,2;3;7;12;18;27;31;33;36,211
212,Scizor,6;11;13;16;22;25;27,212
213,Shuckle,5;10;11;14;16;18;26;28;36,213
214,Heracross,1;7;9;13;20;30;31,214
215,Sneasel,6;9;11;13;16;20;21;28;32,215
216,Teddiursa,7;8;18;19;24;25;26;30,216
217,Ursaring,5;19;27;29;32;34,217
218,Slugma,2;5;12;18;26;27;29;31;33,218
219,Magcargo,3;11;23,219
220,Swinub,1;7;12;15;17;32;33,220
221,Piloswine,6;7;19;27;31,221
222,Corsola,4;14;16;22;23;30;31,222
223,Remoraid,2;3;7;8;22;33,223
224,Octillery,15;22;28;30;36,224
225,Delibird,1;7;13;23;25;28;29;30,225
226,Mantine,13;21;24,226
227,Skarmory,6;8;20;22;23;26;27;30;33;34,227
228,Houndour,8;12;16;20;24,228
229,Houndoom,5;6;10;11;12;32;33;35;36,229
230,Kingdra,9;13;14;22;25;32;33,230
231,Phanpy,2;3;6;8;9;10;15;18;19,231
232,Donphan,3;18;24;29;35,232
233,Porygon2,6;8;17;23;29,233
234,Stantler,4;9;14;18;20;23;35;36,234
235,Smeargle,4;9;18;23;27;36,235
236,Tyrogue,3;10;15;18;21;25;27;32,236
237,Hitmontop,1;6;12;21;22;23;30;32;35,237
238,Smoochum,5;11;14;18;19;21;32;34;35,238
239,Elekid,2;30,239
240,Magby,1;6;9;13;20;28;29;33;35,240
241,Miltank,4;11;14;15;20;26,241
242,Blissey,1;9;15;29;32;34,242
243,Raikou,4;5;6;7;10;11;12;15;25,243
244,Entei,1;11;29;34,244
245,Suicune,6;7;8;9;12;13;14;19;24,245
246,Larvitar,2;16;19;20;36,246
247,Pupitar,4;8;16;21;25;32;34;35,247
248,Tyranitar,12;24;25;27;31;32;36,248
249,Lugia,3;4;14;26,249
250,Ho-Oh,3;5;6;7;10;17;18;26;34;35;36,250
251,Celebi,4;6;15;16;28;35;36,251
252,Treecko,1;9;11,252
253,Grovyle,2;8;9;14;18;22;26,253
254,Sceptile,4;6;9;11;12;24;32;33,254
255,Torchic,1;3;16,255
256,Combusken,3;14;15;16;21;27;30,256
257,Blaziken,3;12;15;34,257
258,Mudkip,1;6;10;13;19;24;26;30,258
259,Marshtomp,1;8;10;13;14;16;18;30;32;35,259
260,Swampert,7;14;20;25,260
261,Poochyena,3;15;24;27;34,261
262,Mightyena,4;5;9;10;16;28,262
263,Zigzagoon,5;13;15;18;19;25;29;30;33,263
264,Linoone,8;9;10;14;15;21;23;27;31,264
265,Wurmple,6;10;16;21;23,265
266,Silcoon,2;4;7;15;16;26;29,266
267,Beautifly,6;13;24;26,267
268,Cascoon,13;29,268
269,Dustox,4;11;28;30,269
270,Lotad,2;5;12;14;18;29;32;34,270
271,Lombre,4;5;6;7;13;14;18;21;31;36,271
272,Ludicolo,9;13;21;23;31;32;35,272
273,Seedot,4;15;23;31;34,273
274,Nuzleaf,12;15;16;23;25,274
275,Shiftry,10;12;13;16;20;32,275
276,Taillow,1;22;31;34,276
277,Swellow,2;8;10;24;34,277
278,Wingull,9;11;20;21;26;28;35,278
279,Pelipper,9;12;19;20;24;25,279
280,Ralts,7;10;11;15;21;32,280
281,Kirlia,1;14;16;17;29,281
282,Gardevoir,25;29,282
283,Surskit,2;3;6;7;15;25;26;31;32;35,283
284,Masquerain,5;11;25;36,284
285,Shroomish,4;7;11;28;30;32;34;36,285
286,Breloom,2;4;5;7;12;16;26;32,286
287,Slakoth,2;3;7;11;14;16;19;28,287
288,Vigoroth,2;6;12;13;15;17;24;25;29;33;35,288
289,Slaking,6;7;10;23;35,289
290,Nincada,3;13;16;20;29;31;35;36,290
291,Ninjask,2;9;11;12;13;14,291
292,Shedinja,5;6;18;21;25;26,292
293,Whismur,4;7;8;10;19;27;30;34,293
294,Loudred,3;5;9;12;13;20;25;31;32,294
295,Exploud,2;4;11;18;24;26;27;31,295
296,Makuhita,9;18;20;21;24;29,296
297,Hariyama,4;17;24;26;27;32;34,297
298,Azurill,2;4;12;13;16;35,298
299,Nosepass,2;8;12;26;30;33;35,299
300,Skitty,2;6;11;13;17;19;28;32;34,300
301,Delcatty,1;2;27;30;31;33,301
302,Sableye,18;20;23;25;28,302
303,Mawile,1;4;19;20;22;24;33,303
304,Aron,4;10;13;16;20;26;28;31,304
305,Lairon,17;19;24;25;26;27,305
306,Aggron,20;23;28;31;33;35,306
307,Meditite,9;12;17;31;36,307
308,Medicham,17;19;20;22;24;27,308
309,Electrike,8;13;25;31;33,309
310,Manectric,10;21;22;27;30,310
311,Plusle,1;4;14;18;25;29;31,311
312,Minun,9;26;28;31;34;35,312
313,Volbeat,1;2;13;21;34,313
314,Illumise,3;7;11;20;25;27;33,314
315,Roselia,1;6;9;13;22;23;26;30;32;34,315
316,Gulpin,8;11;24;33,316
317,Swalot,2;4;7;8,317
318,Carvanha,1;7;9;14;17;20;22;27,318
319,Sharpedo,7;8;13;32,319
320,Wailmer,3;11;14;16;19;23;30;32,320
321,Wailord,5;6;7;10;33,321
322,Numel,3;4;7;11;12;19;22;26;34,322
323,Camerupt,11;22;23,323
324,Torkoal,8;9;12;26;30;34,324
325,Spoink,4;7;9;11;27;30,325
326,Grumpig,2;4;9;14;15;23;29;31;32,326
327,Spinda,7;16;22;28;34,327
328,Trapinch,1;11;28;31;32;33,328
329,Vibrava,4;13;15;18;21;22;33;35,329
330,Flygon,1;4;6;8;13;16;21;24;29;32;33,330
331,Cacnea,14;30;33;36,331
332,Cacturne,4;8;22;24;25;29;31;36,332
333,Swablu,3;7;9;11;23;24;27;32,333
334,Altaria,13;14;26;30,334
335,Zangoose,1;9;30;32;33,335
336,Seviper,7;9;12;13;14;17;21;25;29,336
337,Lunatone,9;19;20;23;24;27;29;34;35,337
338,Solrock,9;12;14;17;19;23,338
339,Barboach,1;4;17;19;27;28;35,339
340,Whiscash,11;18;19,340
341,Corphish,7;15;23;29;36,341
342,Crawdaunt,1;4;9;21;24;25;27,342
343,Baltoy,3;6;13;19;22;29;35;36,343
344,Claydol,9;17;18;28;36,344
345,Lileep,3;10;20;21;30;35,345
346,Cradily,3;5;12;15;17;21;26;31;34,346
347,Anorith,7;10;14;15;22;24;34,347
348,Armaldo,3;16;21;29,348
349,Feebas,2;10;16;21;24;29;33;34;36,349
350,Milotic,1;5;35,350
351,Castform,1;5;10;14;28;35,351
352,Kecleon,12;17,352
353,Shuppet,1;2;4;13;18;21;22;26;28;29,353
354,Banette,7;19;20;33,354
355,Duskull,2;9;10;11;13;15;18;24;26;29;31,355
356,Dusclops,1;3;8;26;35,356
357,Tropius,9;10;11;12;15;20;27;33,357
358,Chimecho,5;7;13;17;19,358
359,Absol,5;13;19;21,359
360,Wynaut,1;8;11;21;26;28;36,360
361,Snorunt,9;10;12;16;22;25;29;30;31,361
362,Glalie,2;5;13;17;35,362
363,Spheal,10;13;17;24;31;36,363
364,Sealeo,1;6;17;22;24;26;33;36,364
365,Walrein,2;8;10;11;12;23;31,365
366,Clamperl,14;24;25;31;34,366
367,Huntail,12;17;25;33;34;35,367
368,Gorebyss,16;23;26;29;32;34;35;36,368
369,Relicanth,5;6;10;14;18;31;33,369
370,Luvdisc,7;8;22;31;33;34,370
371,Bagon,9;11;33,371
372,Shelgon,12;17;26;34,372
373,Salamence,11;15;27;29;31,373
374,Beldum,5;13;15;22;25;30,374
375,Metang,3;7;8;12;16;31;33,375
376,Metagross,3;15;16;24;26;28;31;34,376
377,Regirock,6;15;17;19;20;31,377
378,Regice,14;25,378
379,Registeel,17;18;22;24;28;36,379
380,Latias,13;17;20;23;25;31;32;36,380
381,Latios,7;11;14;26;32;33,381
382,Kyogre,1;3;6;10;28;31,382
383,Groudon,19;25;26;34,383
384,Rayquaza,1;2;13;17;19;20;26;34;35,384
385,Jirachi,1;6;11;18;26,385
386,Deoxys,6;19;36,386
387,Turtwig,1;6;9;13;14;15;26;30,387
388,Grotle,17;19;25;29;33;35,388
389,Torterra,2;5;8;13;17;21;22;26;31;34,389
390,Chimchar,3;6;16;19;22;26,390
391,Monferno,8;12;13;16;24;32;35,391
392,Infernape,1;6;7;8;25;32,392
393,Piplup,5;8;12;18;19;25;26;32;33,393
394,Prinplup,4;12;17;23;26;30;33;35,394
395,Empoleon,7;12;17;18;21;24,395
396,Starly,12;14;24;27;28;32;35,396
397,Staravia,16;18;28;36,397
398,Staraptor,9;12;21;26;27;32,398
399,Bidoof,4;11;14;17;31,399
400,Bibarel,2;4;12;17;23;27;28;36,400
401,Kricketot,6;13;20;21;29;32;33,401
402,Kricketune,5;6;8;11;22;26;30;33,402
403,Shinx,1;5;6;11;24;27;28;29;34;36,403
404,Luxio,5;7;26;31,404
405,Luxray,6;10;20;25,405
406,Budew,2;3;9;11;12;22;28;34,406
407,Roserade,12;16;20;28;30;34;35;36,407
408,Cranidos,1;10;17;20;25;27;28;33;36,408
409,Rampardos,1;8;19;20;26;28;31;35,409
410,Shieldon,3;8;9;11;14;16;25;26;33,410
411,Bastiodon,4;5;9;10;12;13;21;27,411
412,Burmy,2;4;9;10;12;34;35;36,412
413,Wormadam,1;10;32,413
414,Mothim,2;3;6;9;10;13;22;25;30,414
415,Combee,1;8;16;25;32;36,415
416,Vespiquen,14;20;25;30;31;34,416
417,Pachirisu,13;20;24;31,417
418,Buizel,1;11;21;28,418
419,Floatzel,10;24;31,419
420,Cherubi,4;5;7;10;16;23;36,420
421,Cherrim,2;9;16;17;23;25;29;36,421
422,Shellos,18;21;23;27;28;30;35,422
423,Gastrodon,1;17;19;24;25;30,423
424,Ambipom,5;13;21;25;35,424
425,Drifloon,2;5;7;8;21;27;36,425
426,Drifblim,7;13;32,426
427,Buneary,1;4;5;7;15;16;21;24;30;31,427
428,Lopunny,3;4;5;10;18;24;27,428
429,Mismagius,13;25;35,429
430,Honchkrow,6;7;23;26;28;30;36,430
431,Glameow,14;21;23;24;25;27;34;35,431
432,Purugly,1;2;10;24;26;29;35;36,432
433,Chingling,2;14;15;18;21;30,433
434,Stunky,10;23;30,434
435,Skuntank,5;6;14;20;24;26,435
436,Bronzor,3;4;6;12;22;25;29,436
437,Bronzong,4;20;25,437
438,Bonsly,4;6;8;10;26;29,438
439,Mime Jr.,3;4;6;17;26;31,439
440,Happiny,13;18;20;26;32;35;36,440
441,Chatot,6;7;8;11;12;24;27;28;31,441
442,Spiritomb,3;5;10;12;13;15;22;29,442
443,Gible,1;8;19;22,443
444,Gabite,14;17;20;31;34;35,444
445,Garchomp,4;11;13;17;19,445
446,Munchlax,2;7;18;19;24,446
447,Riolu,6;12;13;18;30;32;35,447
448,Lucario,2;8;10;11;12;21;23;26;33,448
449,Hippopotas,10;13;15;18;22;29;36,449
450,Hippopotas,5;10;18;20;22;28;29,450
451,Hippowdon,9;10;11;28;32;34,451
452,Hippowdon,2;10;20;21;27,452
453,Skorupi,2;7;9;12;18;20,453
454,Drapion,6;9;24;31;33,454
455,Croagunk,1;3;9;11;13;14;15;25;27,455
456,Toxicroak,12;21;29;32,456
457,Carnivine,3;7;15;21;26;27;31;34,457
458,Finneon,4;10;13;19;29;32;34;36,458
459,Lumineon,6;8;29;30;33,459
460,Mantyke,2;7;12;19;21;23;29;30;35,460
461,Snover,8;24;29,461
462,Abomasnow,3;11;19;22;25;28;30;32;36,462
463,Weavile,19;20;27;29,463
464,Magnezone,1;16;30;32;35,464
465,Lickilicky,1;6;7;16;18;20;21;27;28;29;32,465
466,Rhyperior,3;10;20;22,466
467,Tangrowth,3;12;19;24;25;30;32,467
468,Electivire,4;5;9;19;23;28;31;36,468
469,Magmortar,6;7;31;34,469
470,Togekiss,9;16;17;21;23;24;32;34;36,470
471,Yanmega,1;2;8;24;30;35,471
472,Leafeon,1;9;10;13;14;22;23;35,472
473,Glaceon,2;12;22;26,473
474,Gliscor,3;9;10;11;15;18;28;29;30;31,474
475,Mamoswine,5;9;10;14;22;23,475
476,Porygon-Z,3;8;14;18;20;21;33,476
477,Gallade,2;8;12;20;24;25;26;34,477
478,Probopass,10;13;17;22;24;28;31;33,478
479,Dusknoir,3;25;30;34,479
480,Froslass,3;7;30;34,480
481,Rotom,13;15;18;19;21;25;36,481
482,Uxie,7;14;33;36,482
483,Mesprit,2;5;11;20;22;29,483
484,Azelf,4;6;12;26;28,484
485,Dialga,3;6;9;13;22;23;26;27;30,485
486,Palkia,6;10;11;15;17;22;23;24;26,486
487,Heatran,11;19;23;30;31,487
488,Regigigas,5;20;21;35;36,488
489,Giratina,5;14;22;25;31,489
490,Cresselia,5;8;18;21;30;32,490
491,Phione,2;5;7;21;22;25;32;33,491
492,Manaphy,10;19;29;35,492
493,Darkrai,6;19;20;23;28;36,493
494,Shaymin,1;4;10;23;24;28;34;36,494
495,Arceus,5;7;12;13;14;16;18;25;26;28,495
496,Victini,1;2;5;10;22;32,496
497,Snivy,6;8;12;13;14;20;28;29;30;33;36,497
498,Servine,3;4;12;23;24;31;34;35,498
499,Serperior,5;6;16;21;22;31;34,499
500,Tepig,22;30;31;33,500
501,Pignite,4;11;17;20;31,501
502,Emboar,5;6;9;18;33;34;35,502
503,Oshawott,10;24;29,503
504,Dewott,3;6;10;20;22;30;34,504
505,Samurott,4;9;11;14;21;23;25;27;29,505
506,Patrat,1;5;9;14;15;16;17;20;25;31;33,506
507,Watchog,7;9;11;18;23;28;35,507
508,Lillipup,1;12;13;18;21;22;30;34;35,508
509,Herdier,13;15;17;19;23,509
510,Stoutland,6;8;9,510
511,Purrloin,5;17;19;30,511
512,Liepard,2;4;5;9;11;13;18;25;36,512
513,Pansage,4;7;10;12;20;21;28;32;34,513
514,Simisage,17;29,514
515,Pansear,10;18;25,515
516,Simisear,1;5;13;15;23;26;27;28,516
517,Panpour,3;4;6;15;22;24;26;27,517
518,Simipour,3;7;20;23;25;32,518
519,Munna,16;25;32,519
520,Musharna,2;3;4;13;22;24;26;33;34;36,520
521,Pidove,2;3;5;10;16;30;32,521
522,Tranquill,4;7;20;30,522
523,Unfezant,5;13;15;22;28,523
524,Unfezant,3;5;8;9;12;22,524
525,Blitzle,3;7;9;16;26;29,525
526,Zebstrika,1;6;12;19;27,526
527,Roggenrola,16;18;27;29;34,527
528,Boldore,1;6;18;20;23;27,528
529,Gigalith,4;13;14;18;30,529
530,Woobat,3;4;7;9;11;14;19;24;36,530
531,Swoobat,12;35,531
532,Drilbur,13;16;21;27;29,532
533,Excadrill,7;13;16;25;27,533
534,Audino,5;10;12;14;15;25;30;33,534
535,Timburr,3;4;8;9;18;28,535
536,Gurdurr,6;11;15;17;27;28;36,536
537,Conkeldurr,1;5;8;14;16;19;21;28;30;34,537
538,Tympole,7;26;28;31;34,538
539,Palpitoad,1;6;9;16;19;23,539
540,Seismitoad,9;12;15;21;23;24;26;30,540
541,Throh,6;14;18;19;20;28;29,541
542,Sawk,3;24;25;30,542
543,Sewaddle,8;16;22;35,543
544,Swadloon,2;18;23;28;33;35,544
545,Leavanny,19;22;23;24;26;29;31;35,545
546,Venipede,5;7;12;19;26,546
547,Whirlipede,2;14;18;19;22;27;34,547
548,Scolipede,2;5;13;15;17;19;21;27,548
549,Cottonee,8;9;11;12;16;20;26;30;34;35,549
550,Whimsicott,6;11;12;19;27;30;35,550
551,Petilil,3;8;9;21;29,551
552,Lilligant,4;10;11;20;24;29,552
553,Basculin,1;10;16;21;22;23;33;35;36,553
554,Sandile,1;3;8;9;10;13;31;36,554
555,Krokorok,13;15;18;34,555
556,Krookodile,4;12;13;21;22;30;32;33,556
557,Darumaka,1;3;10;15;18;19;23;24;28;33,557
558,Darmanitan,3;5;7;9;11;19;20;27;28;33;36,558
559,Maractus,1;6;18;27;33;34;36,559
560,Dwebble,3;19;25;32;36,560
561,Crustle,1;2;10;17;20;21;27;30;31,561
562,Scraggy,2;3;8;16;18;20;32;35,562
563,Scrafty,2;5;6;8;11;17;19;24;33;34,563
564,Sigilyph,4;18;23;24;27,564
565,Yamask,7;11;21;35,565
566,Cofagrigus,1;5;7;10;17;23;33;35,566
567,Tirtouga,10;13;14;15;33,567
568,Carracosta,2;5;8;9;10;12;23;31,568
569,Archen,2;8;9;10;15;23;35,569
570,Archeops,2;3;5;28;31,570
571,Trubbish,1;3;5;17;20,571
572,Garbodor,2;6;10;18;23,572
573,Zorua,1;14;34,573
574,Zoroark,24;31;33,574
575,Minccino,14;15;25;28;33,575
576,Cinccino,9;19;24;32;34,576
577,Gothita,10;14;15;18;19;20;29;30,577
578,Gothorita,1;7;17;22;26;29;30;32,578
579,Gothitelle,5;7;11;13;20;22;24;28,579
580,Solosis,5;9;16;17;18;23;25;26;31;35,580
581,Duosion,1;2;4;5;6;7;9;16;22,581
582,Reuniclus,5;13;30;32;34,582
583,Ducklett,3;8;11;25;28;29,583
584,Swanna,9;11;20;28;32,584
585,Vanillite,4;9;11;13;16;19;20;22;26;33;36,585
586,Vanillish,9;24,586
587,Vanilluxe,2;7;12;23;27;28;34,587
588,Deerling,8;11;20;22,588
589,Sawsbuck,1;2;11;18;19;27;31;33,589
590,Emolga,11;14;22;32;33,590
591,Karrablast,4;17;19;20;26;32,591
592,Escavalier,5;18;31;34,592
593,Foongus,13;21;27;28;33;35,593
594,Amoonguss,14;18;30;32,594
595,Frillish,10;16;24;30;34;36,595
596,Frillish,9;11;14;18;19;22;27,596
597,Jellicent,16;20;30;32,597
598,Jellicent,2;9;17;18,598
599,Alomomola,4;5;6;20;21,599
600,Joltik,8;16;17;33;35;36,600
601,Galvantula,4;10;14;16;25;28,601
602,Ferroseed,4;8;14;16;18;21;22;24;32;33,602
603,Ferrothorn,2;3;4;20;23;24;26;30,603
604,Klink,1;16;25;29;30;35,604
605,Klang,11;14;20;21;29,605
606,Klinklang,7;9;11;17;22;23;27;28,606
607,Tynamo,1;4;7;9;12;13;29,607
608,Eelektrik,9;21;27;34,608
609,Eelektross,6;12;13;19;21;27,609
610,Elgyem,2;6;9;13;15;30,610
611,Beheeyem,1;6;8;11;14;17;23;24,611
612,Litwick,13;18;19;32,612
613,Lampent,1;10;12;13;27;35,613
614,Chandelure,1;6;9;11;23;28;30;31,614
615,Axew,4;5;7;8;12;16;20;22;30;34,615
616,Fraxure,20;25;26;33,616
617,Haxorus,11;22;30;32;33,617
618,Cubchoo,3;8;9;21;27;28;32;33,618
619,Beartic,10;11;18;21;22;28;32;36,619
620,Cryogonal,3;12;17;31,620
