206,Dunsparce,2;6;8;12;14;15,206
207,Gligar,7;8;10;16;18,207
208,Steelix,6;13;14;17,208
209,Snubbull,2;16;21,209
210,Granbull,3;4;6;9;10;15,210
211,Qwilfish,1;12;14,211
212,Scizor,3;12;13,212
213,Shuckle,2;5;11;21,213
214,Heracross,15;16;20;23,214
215,Sneasel,5;7;18,215
216,Teddiursa,2;4;10,216
217,Ursaring,3;4;16;18;20,217
218,Slugma,5;10;14;23,218
219,Magcargo,3;6;14;22,219
220,Swinub,1;2;13;16;18;22,220
221,Piloswine,8;12;24,221
222,Corsola,2;5;11;12;18,222
223,Remoraid,3;5;6;16;21,223
224,Octillery,2;7,224
225,Delibird,2;7;9;16;21,225
226,Mantine,4;9;11;12,226
227,Skarmory,6;11;16;23,227
228,Houndour,3;6;14;20;24,228
229,Houndoom,10;14;15;20;23,229
230,Kingdra,2;12;20;24,230
231,Phanpy,21;22,231
232,Donphan,1;2;5;6;15;20,232
233,Porygon2,2;12;13;19;20,233
234,Stantler,3;5;15;19,234
235,Smeargle,1;4;24,235
236,Tyrogue,4;7;9;15;23,236
237,Hitmontop,3;5,237
238,Smoochum,11;12;22,238
239,Elekid,6;21;23,239
240,Magby,8;16,240
241,Miltank,3;5;15;18;20,241
242,Blissey,3;14;16;17;19;22,242
243,Raikou,15;17;22,243
244,Entei,2;5;6;14;17;19,244
245,Suicune,6;11;23,245
246,Larvitar,7;9;21,246
247,Pupitar,3;6;17;19;20;21,247
248,Tyranitar,1;2;3;11;19;20,248
249,Lugia,7;14;19;20;21,249
250,Ho-Oh,8;10;16;21;22,250
251,Celebi,6;14;15;16,251
252,Treecko,11;23;24,252
253,Grovyle,4;8;11;15;18,253
254,Sceptile,2;4,254
255,Torchic,6;11;19,255
256,Combusken,1;3;10;15;16,256
257,Blaziken,2;10;12;16,257
258,Mudkip,1;4;14;18,258
259,Marshtomp,2;12;13;18;19,259
260,Swampert,13;15;17,260
261,Poochyena,4;5;12;13,261
262,Mightyena,17;20,262
263,Zigzagoon,11;23,263
264,Linoone,5;6;11;13;20;23,264
265,Wurmple,16;17;18;19;23,265
266,Silcoon,4;14;19;22,266
267,Beautifly,1;9;16;19;20;23,267
268,Cascoon,6;17;20;21;24,268
269,Dustox,19;23,269
270,Lotad,5;7;14;23,270
271,Lombre,2;5;17;23;24,271
272,Ludicolo,6;11;13;15;17,272
273,Seedot,7;9;16;20;21;23,273
274,Nuzleaf,7;10;23,274
275,Shiftry,4;9;10;19;24,275
276,Taillow,2;10;23,276
277,Swellow,7;9;16;18;24,277
278,Wingull,4;20;24,278
279,Pelipper,2;4;8;21,279
280,Ralts,1;5;6;18,280
281,Kirlia,7;10;11;21,281
282,Gardevoir,8;18;19;24,282
283,Surskit,2;6;13,283
284,Masquerain,1;10;19,284
285,Shroomish,5;15;16;17;18,285
286,Breloom,15;21;24,286
287,Slakoth,6;7;10;19;22,287
288,Vigoroth,3;4;11;13;22,288
289,Slaking,1;9;13,289
290,Nincada,1;10;19;24,290
291,Ninjask,4;22,291
292,Shedinja,4;10;12;21;23;24,292
293,Whismur,12;20;24,293
294,Loudred,3;7;8;20;22,294
295,Exploud,2;4;17;18,295
296,Makuhita,11;17,296
297,Hariyama,2;3;15;16;17;21,297
298,Azurill,2;10;15;18;22,298
299,Nosepass,2;3;7;19,299
300,Skitty,2;3;10;16,300
301,Delcatty,12;13;14;15;21;24,301
302,Sableye,4;6;12;21,302
303,Mawile,1;10,303
304,Aron,5;8;12;13;15,304
305,Lairon,2;14;20;22,305
306,Aggron,2;20,306
307,Meditite,2;24,307
308,Medicham,5;17,308
309,Electrike,8;10;11;19;20;24,309
310,Manectric,2;9;10,310
311,Plusle,14;16;18;22,311
312,Minun,5;11;14;17;23,312
313,Volbeat,5;8;10;15;23,313
314,Illumise,5;8;9;13;17,314
315,Roselia,3;12;18,315
316,Gulpin,2;3;7;19;20,316
317,Swalot,1;7;10,317
318,Carvanha,7;8;13;20;23,318
319,Sharpedo,12;15;18;21,319
320,Wailmer,4;11;16;24,320
321,Wailord,8;19;24,321
322,Numel,5;7;10;11;14;19,322
323,Camerupt,18;21;22,323
324,Torkoal,6;15;16;21;24,324
325,Spoink,2;6;16;17;18;21,325
326,Grumpig,1;2;5;14,326
327,Spinda,15;17,327
328,Trapinch,1;16;18;21;22;24,328
329,Vibrava,1;10;17;18;23,329
330,Flygon,5;17,330
331,Cacnea,3;9;12;13;15,331
332,Cacturne,2;3;13;21,332
333,Swablu,1;3;6;23,333
334,Altaria,2;4;7;8;17,334
335,Zangoose,9;22,335
336,Seviper,5;7;19,336
337,Lunatone,8;13;19,337
338,Solrock,3;17;23;24,338
339,Barboach,11;20,339
340,Whiscash,8;9;15;16,340
341,Corphish,3;13;19;22,341
342,Crawdaunt,5;9,342
343,Baltoy,4;11;12;13,343
344,Claydol,3;4;5;9,344
345,Lileep,1;3;4;12;14;17,345
346,Cradily,1;10;13;14,346
347,Anorith,6;17;19;22,347
348,Armaldo,3;5;6;16,348
349,Feebas,8;9;12,349
350,Milotic,4;5;10,350
351,Castform,11;14;15;20;21,351
352,Kecleon,6;7;11;13;16;22,352
353,Shuppet,8;9;11;12;13,353
354,Banette,1;6;18;22,354
355,Duskull,3;5;14;16;22,355
356,Dusclops,3;13;14;15,356
357,Tropius,2;3;12;14;18;23,357
358,Chimecho,2;6;12;19;20;21,358
359,Absol,1;4;8;9,359
360,Wynaut,8;12;13;15;19;23,360
361,Snorunt,3;10;14,361
362,Glalie,10;11;15,362
363,Spheal,4;15;23;24,363
364,Sealeo,1;4;11;21,364
365,Walrein,6;8;17;18,365
366,Clamperl,6;8;13;21,366
367,Huntail,1;7;20;24,367
368,Gorebyss,3;7;9;23,368
369,Relicanth,7;11;15,369
370,Luvdisc,11;13;19;20;21,370
371,Bagon,6;10;20;22;23,371
372,Shelgon,4;10,372
373,Salamence,5;13;14;20,373
374,Beldum,6;16;18;21;22;23,374
375,Metang,1;2;5;12;16,375
376,Metagross,14;15;16;21;22;23,376
377,Regirock,2;10,377
378,Regice,16;19;24,378
379,Registeel,2;12;15;18;24,379
380,Latias,2;9;10;15,380
381,Latios,7;8;24,381
382,Kyogre,5;6;7;14;20;22,382
383,Groudon,6;11;18;20;23,383
384,Rayquaza,2;4;5;9;14;23,384
385,Jirachi,5;8;13;16;22,385
386,Deoxys,3;13;17;21,386
387,Turtwig,1;11;16;19,387
388,Grotle,3;7;12;13;14;18,388
389,Torterra,5;11;18;19,389
390,Chimchar,2;4;15;21,390
391,Monferno,1;14;15,391
392,Infernape,3;6;9;10,392
393,Piplup,2;6;8;10;13;21,393
394,Prinplup,7;16,394
395,Empoleon,1;15;22;23,395
396,Starly,3;5;8;13;16,396
397,Staravia,11;12,397
398,Staraptor,3;5;17;22,398
399,Bidoof,5;7;21;24,399
400,Bibarel,4;5,400
401,Kricketot,5;8;11;14,401
402,Kricketune,1;7;10;20;22;24,402
403,Shinx,2;8;16;21,403
404,Luxio,1;3;5;11;12;17,404
405,Luxray,6;16;18;22,405
406,Budew,7;9,406
407,Roserade,10;14;17;21;23,407
408,Cranidos,3;5;9;10;18;20,408
409,Rampardos,11;18,409
410,Shieldon,2;3;8;10;14;21,410
411,Bastiodon,2;15;20,411
412,Burmy,1;4;5;23,412
413,Wormadam,5;6;9;12;23;24,413
414,Mothim,9;14;17,414
415,Combee,2;3;12;15;16;17,415
416,Vespiquen,4;9;19,416
417,Pachirisu,1;2;8;16,417
418,Buizel,18;23,418
419,Floatzel,9;11;24,419
420,Cherubi,2;6;8;22,420
421,Cherrim,3;10;11;18,421
422,Shellos,8;10;15;20;24,422
423,Gastrodon,1;5;8;18,423
424,Ambipom,1;11;13;22;23,424
425,Drifloon,2;5;14;16,425
426,Drifblim,12;14;15;23,426
427,Buneary,2;3;13;19,427
428,Lopunny,11;13;23;24,428
429,Mismagius,5;7,429
430,Honchkrow,4;11;14;18,430
431,Glameow,3;4;6;9,431
432,Purugly,3;5;7;11,432
433,Chingling,1;6;9;10,433
434,Stunky,4;5;8;15;21;23,434
435,Skuntank,7;13,435
436,Bronzor,1;3;9;19,436
437,Bronzong,2;3;4;5;11,437
438,Bonsly,1;13;16;22;24,438
439,Mime Jr.,5;9;15,439
440,Happiny,10;14;16;21,440
441,Chatot,7;14;21,441
442,Spiritomb,12;16;23,442
443,Gible,1;6;9;11;13;24,443
444,Gabite,12;16;17,444
445,Garchomp,2;9;18;24,445
446,Munchlax,6;8;11;19,446
447,Riolu,5;12;19;23,447
448,Lucario,2;3;6;10;16,448
449,Hippopotas,16;17,449
450,Hippopotas,5;6;11;23,450
451,Hippowdon,3;4;5;12;17;21,451
452,Hippowdon,5;6;11;24,452
453,Skorupi,6;12;18;20;23,453
454,Drapion,10;23;24,454
455,Croagunk,2;6;13;19,455
456,Toxicroak,4;5;16;19,456
457,Carnivine,3;6;21;23,457
458,Finneon,7;8;9,458
459,Lumineon,1;2;13;15,459
460,Mantyke,4;12;13;18,460
461,Snover,2;3;6;8;10;15,461
462,Abomasnow,6;11,462
463,Weavile,11;16;20;23,463
464,Magnezone,2;4;6;14,464
465,Lickilicky,8;9;10;18;21;24,465
466,Rhyperior,1;2;5;12;14;16,466
467,Tangrowth,1;4;7;16;20;22,467
468,Electivire,4;10;13,468
469,Magmortar,13;18;21,469
470,Togekiss,2;6;9;15,470
471,Yanmega,2;4;5;22;23,471
472,Leafeon,2;8;13;18;19,472
473,Glaceon,3;8;10;13;16,473
474,Gliscor,4;5;6;15;20;22,474
475,Mamoswine,2;14,475
476,Porygon-Z,5;9;11;20,476
477,Gallade,9;11;13;17;18,477
478,Probopass,4;5;14;17;19;22,478
479,Dusknoir,4;10;18;19,479
480,Froslass,2;6;16;19;20,480
481,Rotom,2;8;11;13;23;24,481
482,Uxie,1;9;10;11,482
483,Mesprit,5;10,483
484,Azelf,3;7;14;20;21,484
485,Dialga,2;6;12;16;17,485
486,Palkia,1;5;6;17;19,486
487,Heatran,2;8,487
488,Regigigas,9;12;15;17,488
489,Giratina,8;12;16;20,489
490,Cresselia,3;6;9;10;12;24,490
491,Phione,7;8;21;22,491
492,Manaphy,1;5;16;21;22,492
493,Darkrai,9;20,493
494,Shaymin,9;12;13;15,494
495,Arceus,1;4;13;17;19;20,495
