164,7:1;14:1;57:1;59:1;86:1;91:2
165,21:3;47:4
166,13:2;20:1;43:2;47:4;83:4
167,44:3
168,35:4;48:3
169,20:2;54:2;68:4;97:4
170,4:2;47:1;57:1;88:1
171,22:1;56:4;99:1
172,8:3;74:4;81:4;92:3
173,2:2;36:4;45:4;68:2;79:4
174,11:1;26:3;39:4;52:2;100:3
175,40:3;71:2
176,34:2;76:3
177,8:3;15:1;34:1;48:1;94:4
178,1:2;31:3;44:3;59:3;96:2
179,14:2;32:3;42:4;67:1;95:2
180,8:2;11:4;12:2;55:4
181,52:4;68:3;76:4
182,54:2;63:2;89:2;94:4
183,66:1;68:2;91:4
184,21:1;48:4;72:1
185,6:2;38:1;67:3
186,4:2;38:2;63:4
187,24:4;28:1
188,6:4;9:3;54:4
189,17:2;78:4;93:4
190,12:4;42:4;94:2
191,6:3;57:1;86:2;95:1
192,11:1;16:2;25:4;40:1;72:1;83:2
193,32:4
194,6:4;42:1;52:3;76:4
195,68:3
196,13:2;15:3
197,99:1
198,22:1;87:3
199,8:4;39:1
200,34:4;42:1
201,97:2
202,8:4;15:4;35:1;41:4;50:1
203,3:1;35:2;71:2
204,11:2;58:2;65:3;82:2
205,6:1;58:4;72:3
206,8:3;62:3
207,28:3;66:1;75:2;81:1
208,16:2;90:3
209,41:3;65:3;88:4
210,27:4;42:3;44:1
211,1:2;2:4;61:4;78:4
212,4:4;10:1;69:3;84:4
213,2:1;23:4;90:3;99:2
214,96:1
215,12:3;25:2;46:2;79:4;81:3
216,78:2;91:1
217,15:4;36:2;73:2
218,9:2;23:1;73:2;78:3;87:2;88:3
219,87:3;89:4
220,7:3;84:4;87:4
221,60:3;64:1;67:2
222,58:3;69:1
223,11:1;74:2
224,22:3;26:3;32:1
225,4:3;56:3;62:2;76:1
226,7:2;43:1
227,13:1;58:1;75:1;81:1;98:4
228,8:1;17:3;57:4
229,8:1;72:3
230,80:4;97:2
231,2:1;50:3;55:1;59:4;60:3;80:2
232,77:1
233,17:3;33:4;66:4;82:4
234,6:1
235,56:3;66:3;84:2
236,44:3;78:3
237,8:2;19:1;85:4;87:3
238,9:3;26:2
239,43:3;60:3;75:4;77:3;89:2
240,64:2
241,30:4;89:2
242,43:4;95:2;99:4
243,2:1
244,15:4;19:2;38:3
245,26:3
246,93:2
247,3:2;23:3;26:1
248,49:1;84:3
249,31:3;48:2
250,9:2;16:2;17:4;19:3;92:3
251,6:2;32:3;76:2;79:3;98:2
252,17:4;66:2;75:1
253,9:3;22:4;50:4;66:2;97:3
254,61:3;62:4;64:1;89:2;92:2
255,51:2
256,21:3;48:1;74:2
257,46:2;67:1
258,44:4;55:3;56:4;58:3;60:3
259,57:2
260,11:1;38:3;46:2
261,47:1
262,26:3;43:3;87:3
263,18:3;92:1;95:3;97:3
264,75:1;84:4;97:2
265,93:2
266,71:4;76:4;97:3
267,55:4
268,4:3;72:2
269,2:3;64:3;95:2
270,52:3;97:3;98:1;100:1
271,73:4
272,9:4;69:2
273,58:3;73:1
274,23:1;71:4
275,9:4
276,38:1
277,2:2;67:3
278,15:4;17:4
279,17:4;27:4;40:2
280,26:4;65:3;76:2;88:1;92:2
281,32:3;78:4
282,6:4;12:3;37:3;95:4
283,23:4;32:4;80:4
284,13:1;51:2;73:2;90:3
285,9:4;28:4;86:1;90:3;93:1
286,22:3;53:2;58:1
287,82:4
288,5:1;25:3;51:1;52:2
289,9:2;11:4;60:2;63:4;71:3
290,78:1
291,69:4
292,2:3;98:2
293,28:1;92:2
294,67:1;82:4;83:3
295,1:4;7:2;99:2
296,12:1
297,44:2
298,13:2;22:1;29:4;86:1
299,25:4;27:4;80:1;81:2
300,42:2
301,2:2;41:4;50:2
302,48:1;80:1;84:2
303,14:2;64:3;69:1;92:3
304,18:2;43:3;87:4;89:1;99:3
305,49:2;58:1;66:2;82:1
306,31:2;55:1;95:1
307,26:2;38:4
308,31:4;93:3
309,83:1;98:4
310,30:3;43:2;94:2
311,32:2;88:4;90:3;93:2
312,9:1;25:2;63:2
313,76:2
314,55:4;93:3
315,32:2;55:2
316,26:4;35:1;58:3;82:4
317,55:4;57:2
318,11:3;55:2
319,33:4;40:3;49:4;60:4
320,92:4
321,1:1
322,48:3;51:4;52:4;54:3;63:1;96:4
323,73:2
324,97:3;99:4
325,8:2;50:2;55:4;84:1;90:3
326,4:4;19:2;34:3;83:2;86:2;90:1
327,50:4;92:1
328,22:3;33:4;55:3
329,12:3;14:2;74:3;82:2;100:4
330,1:1;22:1;63:4
331,22:3;23:2;37:2;56:2;94:4
332,58:2;73:2
333,24:2;98:3
334,14:1;22:3;80:1;82:4
335,44:1
336,63:1;87:1;98:1
337,6:2;13:1;75:4
338,44:4;61:3;63:3;78:3;97:3
339,49:1;52:3;79:3
340,90:4
341,16:3;78:2
342,61:4;66:2;85:1;88:3
343,6:4;42:2;95:4
344,11:1;45:4;55:3;61:2;85:2
345,5:4;12:2;17:4;39:1;64:4;65:2
346,97:1
347,4:4;21:3;42:2
348,16:4;18:1;61:3;69:2;86:1
349,92:4;93:4;95:2;96:2
350,12:1;15:3
351,15:2;48:3;74:4;96:1
352,25:4;50:3;69:3
353,29:1;76:4;78:1;85:4
354,29:4;64:2
355,86:1;90:3;96:3
356,36:2;62:4;74:3;91:4
357,92:2
358,7:4;23:4;95:3;100:2
359,44:4;55:3;87:4
360,37:2;90:4;94:1
361,7:4;39:2;91:2
362,19:2;27:1;28:3;38:1
363,22:1;55:1;87:3
364,16:3
365,52:2;81:1;93:1
366,39:2;89:4
367,12:4;36:3;49:1;60:1;84:1;100:1
368,29:1;66:4;86:3
369,24:4;50:3;62:2;76:1
370,24:1;52:4;69:4
371,16:2;69:1;84:2;92:2
372,6:2;16:2;41:2
373,5:1;11:3;97:3
374,1:3;32:1;85:3
375,18:3;41:2;63:1;74:1;89:2
376,39:2
377,28:2;36:4;46:1;76:3
378,11:3;21:4;52:2;59:2
379,35:2;82:3;83:2;90:4
380,4:2;49:1
381,15:4;71:1;88:3
382,35:2;43:2;100:3
383,29:4
384,68:3
385,45:3;68:3;90:1
386,97:4
387,69:4;71:4;87:2
388,20:2;66:2;92:4
389,7:2;48:4;82:4;91:2;93:4
390,36:2;37:3;55:1;67:3
391,11:1;82:2
392,8:3;11:4
393,18:4;66:4;94:1
394,1:4;25:3;96:2
395,6:2;22:2;58:1;78:3;87:2;88:3
396,22:3;49:1
397,16:3;70:3;99:4
398,1:4;95:2
399,5:3;8:1;60:4;63:3;80:3
400,45:2
401,13:4;56:2
402,16:1;20:2;53:3;63:2
403,39:2;47:3;55:1
404,18:4;21:1;46:3;96:2
405,6:2
406,5:2;21:4;43:3;86:1
407,17:3;64:4;88:4;92:2
408,17:2
409,31:1;88:3;99:4
410,37:4;38:1;56:4;62:2
411,24:1;32:3;36:2;66:4
412,14:2;90:2;94:2
413,52:1
414,55:1
415,7:4;49:3
416,29:1;44:4;55:1;62:3
417,36:4;45:2
418,6:1
419,28:3;37:1;42:4;61:2
420,15:1;39:1;43:2
421,47:3;76:2;96:3;100:2
422,14:1;17:1;81:2
423,10:3;13:3;70:4
424,6:4;17:3;20:3;25:3
425,9:1;16:2;54:3;56:2;62:3
426,25:4;89:4
427,10:4;22:4;50:3;57:2;66:2;97:1
428,76:1;90:4
429,29:3;34:1;38:2;39:2;68:1;91:2
430,18:3;19:1;36:2
431,1:3;84:3
432,34:2;71:4;93:3
433,2:3;29:2;46:3
434,14:4;75:3;93:2;100:4
435,27:4;75:2
436,48:2;56:4;93:1
437,23:2;24:4
438,3:2;21:4;37:2;40:1
439,32:4
440,18:1;68:1;93:4
441,2:1
442,35:2
443,2:3;14:1;70:2;95:2
444,21:2;40:2;43:1;62:3
445,3:3;6:1;14:4;70:2
446,30:4
447,37:2;84:4
448,15:1;22:3;29:3;63:1
449,6:2;11:2;47:4
450,20:3;24:3;55:3;86:1;87:3
451,1:2;10:2;34:3;92:2
452,9:4;15:3;62:2;74:1
453,99:4
454,55:4;62:3;89:2
455,54:4;64:2;71:4
456,54:2;68:1;74:2;100:3
457,47:4
458,45:3
459,19:4;71:2
460,96:2
461,4:4;19:3;49:1;94:1
462,4:2;21:3;62:2;77:1
463,73:4
464,96:2
465,39:1;44:3;53:1;57:2;61:1;93:1
466,2:4;21:3;51:3;55:2
467,12:4;67:2
468,8:4;29:2;80:1
469,41:4;52:2;83:1;84:3
470,10:3;14:3;35:1
471,70:1
472,2:3;97:2
473,5:1;11:4;31:1;35:1
474,2:3;46:4
475,51:3;93:2;97:1
476,13:1;20:4;65:4;100:1
477,88:4
478,30:2;92:2
479,67:3;78:4;84:2;94:3
480,6:4;56:2;92:2;100:1
481,2:3;13:1;19:4;64:1
482,21:1;38:3
483,10:4;12:3;23:4;91:3
484,16:1;63:3;73:3
485,17:3;47:3;57:1;88:4
486,6:1;80:2;83:1;88:2
487,21:4;73:1
488,12:3;86:4
489,11:1;14:4;24:4;60:2;94:4
490,44:4;78:2
491,5:2;15:4;36:2;59:2;70:3
492,8:4;47:4;49:2;100:1
493,35:3;55:2
494,36:4
495,54:2;58:3;68:2
496,44:3
497,54:4
498,21:4;46:1;56:2;89:1;90:2
499,2:2;41:4;94:2;95:4;96:3
500,34:1;67:4;93:2
501,5:2;13:4;28:2;75:4;96:2
502,87:1
503,39:1;40:4
504,46:3;53:1;55:2;70:4
505,71:2;77:4
506,56:3;82:1;88:1;89:1
507,53:1;79:4
508,5:3;13:4;57:2;65:2;75:4;82:4
509,16:3
510,1:3;51:2;91:3;95:3
511,1:4;31:1;54:1;87:1
512,41:3;77:2;95:4
513,25:4;79:1;83:4
514,23:3;52:2;94:4
515,17:1;65:4
516,4:4;12:1;21:2;27:1;42:1
517,17:4;94:3;96:2
518,25:2;39:4
519,11:1;19:1;36:1
520,14:3;19:2;37:1
521,27:1;51:4
522,63:1
523,41:4;49:2;82:2
524,85:1
525,62:1;79:2
526,4:1;16:2;25:2;69:3;78:1
527,18:2
528,17:2;35:1;36:3;62:3
529,25:3;52:2;56:2;66:3
530,40:2;76:2;99:4
531,35:3;77:1;96:4
532,46:1;48:4;81:2
533,38:3;53:4;76:1
534,55:2
535,28:3
536,2:3;16:1
537,42:2;60:1;73:4
538,14:3;28:1;68:4
539,7:4;26:1;41:3;64:4
540,22:3
541,3:1;37:1;74:4
542,5:1;69:3
543,13:4;61:3
544,11:3;52:4;72:1
545,16:3;59:1;64:1;83:2
546,14:3
547,12:3;22:1;25:1;29:3;93:1
548,10:3
549,18:4;22:1;35:2;49:3;90:2
550,16:2;58:4;67:4;68:3;86:3
551,12:3;34:1;99:3
552,27:1;83:1;89:4;95:1
553,28:4;60:2
554,27:3;76:3
555,14:3;17:4;20:4;29:2;65:4
556,55:2
557,14:1;19:2;60:1;83:4;96:2
558,68:4;85:3
559,11:2;46:2;56:4
560,7:1;35:1;43:4;48:4;57:2
561,23:3;77:4
562,7:2;83:1;88:2
563,74:3
564,13:2;36:4
565,29:3;94:4
566,45:3
567,1:4;13:3;24:2;65:2;94:3
568,24:4;43:2
569,3:2;43:3;55:1
570,46:4;77:1
571,6:1;15:3
572,19:1;22:1;97:3;100:3
573,33:4;45:3;70:3;85:4
574,43:4;91:1
575,3:2;19:2;53:3;82:4;94:1
576,27:1;47:2;56:4;90:1
577,23:3;34:3;58:4;68:4;70:3
578,75:3
579,45:3;59:1;73:1
580,20:3;60:2;88:3
581,2:4;38:1
582,7:3;16:1;63:4
583,7:3;18:3;33:2
584,19:4;26:1;94:3
585,46:2
586,13:3;34:2;39:4;52:3;55:2
587,18:2;54:3;71:3
588,60:2;70:4;81:4
589,57:3;89:3
590,53:4;54:1;60:1
591,79:3
592,17:3;48:1;70:4;80:2
593,60:4;67:1;98:1
594,14:1;43:3;77:4
595,16:1;75:2;95:2
596,18:3;20:3;29:1;82:4;87:2
597,20:1
598,14:4;27:1
599,8:4;16:2;39:2;52:3
600,16:1;19:2;56:2;79:2;85:2
601,26:1;38:4;61:3;62:3;70:4;86:4
602,19:1;54:3;55:4
603,2:1;39:4;75:1
604,59:3;93:1
605,27:4;45:1;65:2
606,73:3;84:4;93:2
607,9:4;51:4;62:2;83:3
608,45:4;75:1;76:1
609,13:1;30:4
610,30:2;94:1;98:2;99:4
611,79:3
612,10:3;57:1
613,90:4
614,26:2;72:3;74:4
615,21:4;26:2;29:1;95:1
616,1:3;5:4;18:1;27:3
617,64:2;68:2;83:4;94:3
618,9:4;18:1;55:1;57:2;81:3
619,30:1
620,3:3;29:1;33:2;38:3;50:1
621,40:4;65:1;67:1;79:4
622,5:3;44:2;54:3
623,71:3
624,10:1;64:3
625,11:4;79:2;95:3
626,5:2;64:3
627,3:1;8:2;30:4
628,3:4;7:2;50:4;62:4;71:2;99:1
629,25:3;46:4;48:1
630,76:1
631,69:1;73:1;97:2
632,17:4
633,41:3
634,17:4;38:1;51:1;78:1
635,64:3;91:2;95:4
636,38:2;71:3;84:3;100:1
637,80:4;91:3
638,67:2
639,16:1;19:2;27:4;48:4;93:1
640,35:3
641,8:4;11:4;36:1;79:4
642,27:4;29:2
643,5:3;7:1;40:3;70:3;85:2
644,55:1;56:1;80:4
645,55:3;60:2;69:4;74:4;93:2
646,88:3
647,38:4;44:1
648,33:1;35:1;84:3;85:3
649,3:4;60:1
650,62:2;82:4
651,36:3;79:1
652,36:3;99:4
653,19:1;23:2
654,24:4;88:3
655,8:3;30:1;34:3;92:1
656,10:4;14:1;65:1
657,74:3
658,37:2;55:1;83:3
659,48:3;53:1;61:2;84:3
660,76:1
661,41:3;66:2
662,20:4;85:1;93:1
663,71:4;74:1;81:1;94:4
664,25:2;35:3;38:2;41:3;57:2;74:4
665,31:4;57:3;89:1
666,10:2;47:4;62:4;78:2;84:2
667,75:2;86:3;87:3
668,11:4;53:2
669,2:2;24:1;26:4;59:3;99:4
670,5:1;56:2
671,50:4;68:3
672,31:3;72:1;92:3
673,6:3;10:4;14:4;79:4;93:4
674,18:1;24:2;93:1;94:3
675,23:3;42:1;49:2;57:3;66:4
676,67:4;68:3;75:3
677,6:2;19:4
678,13:2;37:1;41:3;45:3;79:4
679,37:3
680,36:2;86:1
681,4:1;22:2;77:1;97:4
682,37:4
683,15:1;17:4;38:4;59:4;92:3
684,94:1
685,10:3;29:2;94:3
686,66:1;87:3;95:1;100:4
687,25:1;41:1;72:2;85:2
688,26:4;34:2;87:4
689,17:1;26:2;37:1
690,72:2;79:2
691,34:2;49:3;79:4
692,30:4;38:4;39:4;86:3
693,13:3;15:4;29:4;97:3
694,
695,
696,
697,
698,
699,
700,43:1;46:1;99:2
