363,428,01:49,22
364,195,02:15,28
365,102,04:26,32
366,418,00:59,23
367,468,05:55,21
368,84,04:23,20
369,380,04:23,25
370,98,01:22,29
371,245,03:28,19
372,9,01:45,27
373,493,04:21,24
374,485,05:13,17
375,485,06:49,18
376,360,03:20,29
377,9,04:34,13
378,73,04:59,25
379,5,02:56,10
380,356,05:36,4
381,306,04:36,22
382,317,05:38,20
383,89,03:09,11
384,187,04:04,7
385,255,02:19,25
386,466,05:02,31
387,15,03:40,12
388,456,02:17,19
389,24,04:10,37
390,87,01:10,13
391,460,01:25,17
392,58,04:16,32
393,226,04:30,21
394,160,04:18,14
395,166,05:26,32
396,343,03:41,32
397,384,07:39,26
398,65,03:20,10
399,116,03:22,17
400,145,03:16,16
401,129,04:09,21
402,364,05:08,36
403,265,03:50,16
404,217,04:42,24
405,378,04:01,15
406,407,01:43,6
407,325,03:57,14
408,204,01:31,35
409,248,05:28,26
410,208,03:02,35
411,135,04:29,13
412,336,05:50,22
413,457,02:00,27
414,396,04:34,15
415,391,03:33,15
416,219,03:02,23
417,49,03:06,8
418,282,04:35,17
419,158,04:02,21
420,495,06:14,19
421,420,03:12,13
422,398,00:58,29
423,308,04:14,36
424,269,03:51,30
425,277,04:12,23
426,192,01:10,26
427,116,07:15,23
428,483,04:42,16
429,26,03:10,30
430,498,04:05,26
431,70,04:38,4
432,129,05:45,17
433,473,06:07,23
434,31,05:18,10
435,247,04:28,21
436,403,03:39,27
437,303,02:00,15
438,116,01:53,17
439,372,06:01,12
440,228,03:42,20
441,6,03:25,27
442,269,03:58,36
443,119,05:00,14
444,278,06:09,20
445,37,06:42,20
446,487,01:55,13
447,321,04:03,25
448,449,06:22,26
449,116,02:50,23
450,492,06:39,20
451,446,06:53,30
452,216,03:09,13
453,432,06:37,18
454,328,03:48,23
455,183,00:26,20
456,125,04:55,27
457,223,04:14,20
458,288,06:34,32
459,311,06:19,15
460,309,03:10,23
461,49,04:00,20
462,298,06:17,34
463,418,05:03,14
464,332,05:35,34
465,443,02:32,27
466,343,01:06,25
467,13,04:22,14
468,472,05:31,16
469,435,02:47,24
470,499,02:23,17
471,167,05:16,15
472,108,06:03,29
473,380,05:15,18
474,433,06:10,14
475,181,05:15,19
476,425,01:51,16
477,161,05:05,19
478,104,05:06,28
479,173,05:39,18
480,492,02:14,5
481,98,04:03,35
482,152,05:59,24
483,204,05:58,10
484,48,03:39,33
485,437,01:51,29
486,182,02:24,17
487,433,07:03,30
488,292,01:50,23
489,423,01:18,23
490,342,01:21,24
491,427,04:09,16
492,226,06:38,12
493,7,02:27,21
494,248,05:48,32
495,283,03:27,20
