id_mision,fecha,hora,id_equipo,id_planeta,completada
149,2024-03-06,04:38,65,208,False
150,2025-10-31,05:35,72,210,None
151,2026-06-03,18:46,74,207,None
152,2024-03-13,08:46,32,149,False
153,2024-03-15,18:45,61,217,False
154,2025-12-01,13:30,30,45,None
155,2023-03-03,03:28,89,143,False
156,2022-11-04,16:57,98,197,False
157,2023-02-27,15:56,27,227,False
158,2024-07-15,03:13,49,205,True
159,2022-11-23,02:30,83,80,True
160,2026-04-04,04:52,89,20,None
161,2026-06-27,08:11,96,121,None
162,2022-11-29,00:38,89,237,False
163,2026-09-09,07:28,44,89,None
164,2024-08-08,22:10,13,244,False
165,2022-11-04,15:47,56,81,True
166,2022-11-06,00:09,100,146,True
167,2025-04-19,20:41,8,60,True
168,2023-05-11,23:42,64,249,True
169,2023-07-05,19:39,42,45,True
170,2026-03-02,02:11,12,37,None
171,2024-04-22,06:12,46,6,True
172,2023-02-04,11:43,51,53,True
173,2026-05-07,13:08,31,10,None
174,2025-11-23,07:41,69,17,None
175,2023-10-19,11:00,71,204,False
176,2024-07-07,01:08,47,84,True
177,2025-09-04,13:52,38,234,False
178,2023-09-04,02:34,48,188,False
179,2025-09-23,03:56,47,105,False
180,2024-05-22,03:28,91,47,True
181,2023-10-09,04:13,35,237,True
182,2023-09-10,18:53,29,82,False
183,2025-12-06,10:35,99,34,None
184,2024-07-31,12:40,44,59,False
185,2025-05-05,20:28,13,28,True
186,2023-11-10,19:45,95,102,False
187,2024-12-28,10:03,36,221,True
188,2024-08-30,23:29,99,229,False
189,2025-07-07,14:54,9,14,True
190,2023-06-10,17:01,85,102,True
191,2025-01-26,09:22,82,97,True
192,2026-09-04,01:43,83,153,None
193,2024-01-25,22:42,37,89,True
194,2024-08-09,02:45,59,222,False
195,2023-10-31,13:09,77,80,True
196,2023-01-11,20:03,29,99,False
197,2023-03-19,23:27,47,90,False
198,2025-10-06,01:11,73,186,False
199,2025-06-19,01:17,59,39,False
200,2026-09-22,21:09,86,39,None
201,2024-09-01,11:15,67,56,True
202,2025-07-04,22:03,47,22,True
203,2026-07-31,14:07,28,90,None
204,2022-10-17,14:18,85,240,False
205,2025-08-21,01:12,16,102,True
206,2026-03-19,09:12,36,117,None
207,2024-06-20,12:55,38,124,False
208,2024-05-06,18:23,52,22,False
209,2023-05-02,07:38,41,249,True
210,2023-12-08,13:57,79,105,False
211,2025-03-15,13:19,58,108,True
212,2024-03-29,23:40,99,80,True
213,2024-02-26,14:04,60,239,True
214,2023-02-13,23:55,45,132,True
215,2023-05-04,10:39,29,203,False
216,2023-05-30,09:03,44,143,True
217,2023-08-30,20:38,6,190,False
218,2025-11-18,01:44,21,149,None
219,2023-12-04,09:46,54,150,True
220,2023-06-19,19:52,70,114,True
221,2024-01-04,14:08,21,236,True
222,2024-09-10,03:33,49,5,False
223,2023-05-24,13:16,55,100,False
224,2025-02-12,20:36,83,168,True
225,2026-05-07,14:01,6,34,None
226,2022-12-11,01:57,84,194,False
227,2024-06-26,09:50,29,129,True
228,2025-09-23,08:58,87,142,True
229,2023-08-05,04:46,71,78,False
230,2026-09-16,06:22,33,119,None
231,2026-08-15,16:11,78,75,None
232,2025-12-11,21:30,9,90,None
233,2025-01-01,16:11,44,82,False
234,2022-11-09,10:56,44,25,False
235,2025-08-04,12:40,30,80,False
236,2025-04-24,04:23,86,165,False
237,2025-06-25,14:42,99,71,True
238,2026-07-24,18:43,91,117,None
239,2026-07-05,16:12,7,181,None
240,2025-01-15,18:14,93,17,True
241,2024-12-01,17:43,38,3,False
242,2026-03-26,21:31,16,97,None
243,2022-11-03,12:59,100,214,True
244,2025-12-07,06:55,23,115,None
245,2026-04-22,22:28,38,250,None
246,2025-09-30,07:30,67,101,False
247,2025-05-11,17:25,95,154,True
248,2026-03-17,18:57,93,196,None
249,2023-08-26,02:21,29,81,False
250,2024-10-21,12:15,85,32,True
251,2022-11-28,19:23,19,89,False
252,2024-06-01,20:10,70,93,True
253,2024-06-16,09:36,17,49,False
254,2024-08-24,01:13,71,14,False
255,2024-12-08,02:52,50,93,False
256,2025-07-15,08:17,34,210,True
257,2026-05-19,17:31,83,168,None
258,2026-05-09,13:05,15,68,None
259,2025-06-01,03:05,69,73,False
260,2025-12-25,03:12,45,220,None
261,2023-07-27,22:05,59,198,True
262,2026-10-16,23:01,40,233,None
263,2025-06-07,03:59,69,229,True
264,2023-08-02,23:51,44,204,True
265,2024-07-11,17:23,6,248,False
266,2024-09-08,20:31,47,166,True
267,2023-08-08,05:25,60,117,True
268,2023-11-22,01:43,53,100,True
269,2023-08-08,16:56,55,235,True
270,2026-02-27,14:26,63,43,None
271,2026-10-07,10:02,46,195,None
272,2026-07-13,10:26,69,113,None
273,2026-03-09,10:56,40,177,None
274,2026-05-23,11:28,20,225,None
275,2025-03-06,03:53,2,203,False
276,2024-11-13,13:30,5,208,True
277,2023-03-22,23:08,93,6,False
278,2024-01-16,10:31,73,20,False
279,2025-02-03,02:19,61,216,False
280,2024-11-07,17:13,48,93,False
281,2026-08-29,03:53,6,38,None
282,2025-02-04,03:11,57,122,True
283,2025-06-18,02:00,31,11,True
284,2024-12-15,11:09,74,193,False
285,2024-11-18,23:46,48,25,True
286,2023-03-25,13:43,43,221,True
287,2026-05-13,13:20,88,42,None
288,2023-08-05,18:59,34,91,True
289,2025-11-28,03:11,44,131,None
290,2023-09-01,17:44,46,230,True
291,2022-11-03,07:39,36,146,False
292,2024-09-16,19:17,30,97,False
293,2024-10-28,16:39,5,36,True
294,2024-03-25,06:54,23,58,False
295,2025-03-26,12:08,56,239,False
296,2024-10-25,04:05,66,10,True
297,2024-04-24,01:18,21,108,False
298,2026-03-01,03:56,16,228,None
299,2023-10-31,17:35,58,99,False
300,2023-03-03,11:13,28,128,True
301,2025-07-14,00:42,95,221,False
302,2024-11-12,18:09,10,190,True
303,2024-05-08,07:15,43,49,False
304,2023-05-22,13:29,89,136,True
305,2026-06-26,20:41,10,87,None
306,2024-03-12,05:08,27,149,False
307,2025-02-21,23:55,8,223,False
308,2025-11-14,04:05,26,60,None
309,2026-05-17,20:44,71,226,None
310,2025-01-14,06:15,82,247,True
311,2024-08-24,14:37,64,42,False
312,2023-12-05,19:30,26,123,False
313,2024-03-23,22:05,3,77,False
314,2024-06-15,10:43,56,102,True
315,2023-11-26,10:07,28,52,True
316,2024-05-10,20:32,47,78,False
317,2024-05-03,05:12,76,82,True
318,2024-08-22,14:53,51,28,True
319,2025-03-05,15:13,38,162,False
320,2026-05-01,10:46,28,164,None
321,2024-07-11,11:37,83,127,True
322,2024-08-22,19:10,83,236,False
323,2024-09-11,08:35,79,140,False
324,2023-01-15,00:25,86,84,False
325,2023-07-27,05:16,83,80,True
326,2024-05-29,19:39,70,22,True
327,2022-10-25,10:55,11,35,False
328,2025-11-17,14:45,62,43,None
329,2023-06-18,16:06,27,192,True
330,2022-11-04,07:22,30,73,True
331,2025-10-09,17:57,47,226,False
332,2022-11-14,01:21,76,101,False
333,2023-08-01,12:03,49,86,True
334,2025-08-22,17:37,93,177,False
335,2024-03-12,02:17,35,61,True
336,2025-04-25,03:17,33,127,False
337,2024-09-05,23:30,96,247,True
338,2025-12-12,21:14,97,189,None
339,2024-10-01,23:42,83,232,True
340,2026-10-13,13:02,61,204,None
341,2025-07-09,02:47,50,191,False
342,2024-02-20,03:56,41,218,False
343,2026-05-31,22:52,62,102,None
344,2024-07-14,21:45,96,40,False
345,2024-10-13,12:36,100,4,True
346,2025-03-29,07:23,15,144,True
347,2023-05-24,18:11,76,58,True
348,2024-11-27,11:33,41,129,True
349,2024-08-03,10:10,72,43,True
350,2026-02-05,10:38,81,90,None
351,2023-08-04,05:30,77,86,True
352,2024-12-11,15:04,48,57,False
353,2024-11-27,18:31,38,7,False
354,2023-03-03,06:49,34,65,False
355,2024-02-07,16:38,17,16,False
356,2022-11-08,15:44,94,81,True
357,2024-12-27,02:16,19,74,True
358,2022-12-13,18:40,99,137,False
359,2024-02-09,05:10,3,240,True
360,2026-05-16,20:59,17,153,None
361,2024-11-03,21:30,94,125,False
362,2023-12-07,09:59,84,99,False
363,2024-10-19,23:45,19,61,False
364,2026-07-28,09:25,10,191,None
365,2025-05-16,04:40,37,152,True
366,2024-03-31,17:08,85,52,True
367,2023-03-23,06:03,83,140,False
368,2026-09-26,08:45,64,126,None
369,2023-06-02,21:31,60,156,False
370,2024-10-22,13:17,36,175,False
371,2026-07-21,19:25,99,94,None
372,2023-09-13,10:25,15,16,True
373,2026-01-24,00:01,32,226,None
374,2024-11-04,03:17,100,190,False
375,2024-08-08,19:26,55,52,True
376,2024-12-10,04:33,2,193,False
377,2024-08-23,01:18,19,30,True
378,2025-02-09,14:45,80,48,False
379,2024-06-23,15:06,14,246,False
380,2025-03-01,06:10,91,107,True
381,2026-08-12,02:57,12,64,None
382,2024-08-29,01:09,22,225,False
383,2026-02-28,17:10,44,115,None
384,2022-11-28,13:28,56,181,False
385,2024-07-27,04:29,62,217,True
386,2025-09-01,14:13,78,57,True
387,2026-09-27,07:21,75,201,None
388,2026-02-15,00:06,91,135,None
389,2026-05-24,12:51,19,52,None
390,2024-07-08,15:37,87,36,True
391,2024-03-14,20:57,25,182,True
392,2026-05-14,04:51,68,159,None
393,2023-08-21,21:14,68,47,True
394,2025-11-06,02:09,84,120,None
395,2024-01-22,11:49,16,137,True
396,2025-03-05,13:54,32,59,True
397,2024-03-15,04:12,53,26,True
398,2025-01-15,04:54,17,153,True
399,2024-07-14,17:32,81,175,False
400,2024-03-15,06:12,74,229,True
401,2025-06-22,23:56,16,5,True
402,2024-09-10,09:02,89,122,False
403,2023-05-05,11:57,14,109,True
404,2024-03-13,09:07,79,26,False
405,2024-09-22,01:14,99,190,False
406,2025-01-18,19:03,42,187,True
407,2025-07-22,05:04,32,118,True
408,2023-03-04,10:55,49,189,True
409,2026-03-31,14:53,60,249,None
410,2024-03-07,03:48,25,221,True
411,2023-11-11,22:03,31,15,False
412,2025-06-22,11:57,60,97,True
413,2023-02-09,19:58,89,163,False
414,2024-07-24,06:30,7,185,True
415,2024-12-07,20:55,10,61,True
416,2023-03-29,19:35,86,202,True
417,2024-03-20,11:35,5,231,True
418,2023-04-11,10:04,52,215,True
419,2023-09-10,10:16,94,177,True
420,2023-02-24,06:41,7,71,True
421,2024-11-12,14:07,96,189,True
422,2026-07-01,18:56,75,159,None
423,2025-03-22,03:09,45,159,False
424,2025-05-03,00:05,31,208,False
425,2023-11-21,01:09,10,35,True
426,2024-07-25,21:21,63,82,False
427,2025-11-02,16:21,23,239,None
428,2023-06-27,09:18,41,46,True
429,2026-04-24,02:21,40,157,None
430,2023-05-17,11:23,30,159,False
431,2024-02-16,02:04,52,29,False
432,2022-11-30,03:48,64,143,False
433,2026-10-12,17:29,25,236,None
434,2024-12-12,17:27,51,115,False
435,2024-09-04,10:11,28,25,False
436,2022-10-29,16:27,27,237,True
437,2023-10-04,21:38,56,129,True
438,2024-02-11,14:00,42,61,False
439,2022-12-21,21:05,78,77,True
440,2022-11-30,20:59,82,157,False
441,2025-08-29,00:32,39,173,False
442,2025-05-15,17:17,46,124,False
443,2026-10-11,02:09,33,194,None
444,2022-12-07,05:20,15,130,True
445,2025-11-06,05:57,70,166,None
446,2024-02-22,06:12,84,184,True
447,2023-03-02,11:15,49,54,True
448,2023-03-13,16:00,44,17,False
449,2023-08-24,21:58,51,234,False
450,2025-03-25,13:04,73,168,True
451,2023-03-13,04:16,81,70,False
452,2024-09-01,17:24,14,202,False
453,2025-08-28,14:11,14,194,False
454,2023-04-08,00:31,28,30,True
455,2025-12-09,11:40,2,185,None
456,2025-02-19,21:38,36,33,True
457,2023-11-13,21:40,67,75,True
458,2024-09-15,17:26,73,49,True
459,2025-09-26,03:58,29,190,False
460,2024-04-29,12:55,35,63,False
461,2023-12-06,13:29,23,198,True
462,2023-08-31,00:40,35,21,False
463,2024-05-11,19:30,1,174,False
464,2026-05-16,04:28,6,139,None
465,2024-08-29,07:02,26,207,True
466,2024-08-26,19:31,59,43,False
467,2024-07-11,01:09,59,129,True
468,2023-01-31,13:14,46,96,True
469,2026-02-19,03:13,55,178,None
470,2025-01-24,05:07,45,121,True
471,2024-12-25,16:31,48,138,True
472,2026-04-08,04:44,12,97,None
473,2022-12-01,09:46,96,4,False
474,2026-10-10,05:02,45,81,None
475,2023-09-12,03:03,47,232,False
476,2025-10-28,02:21,29,166,None
477,2026-07-03,07:56,31,3,None
478,2023-11-02,23:27,58,79,True
479,2023-10-20,03:18,47,126,False
480,2024-04-04,05:06,45,49,True
481,2024-05-29,00:01,75,85,False
482,2025-08-16,12:29,43,2,True
483,2026-05-21,22:02,11,38,None
484,2026-05-04,11:29,62,24,None
485,2025-02-17,04:50,53,15,False
486,2025-10-30,09:42,6,87,None
487,2024-03-20,19:19,69,159,False
488,2024-06-24,22:35,68,106,False
489,2024-01-23,11:17,5,220,False
490,2023-05-06,08:38,44,77,True
491,2024-02-25,11:40,72,139,True
492,2026-05-25,18:32,12,230,None
493,2025-05-22,09:02,21,171,True
494,2023-08-02,05:06,71,45,False
495,2026-08-26,02:48,30,28,None
496,2024-08-13,02:05,91,130,False
497,2026-10-14,05:55,98,148,None
498,2026-09-04,11:17,60,6,None
499,2026-01-16,18:31,15,102,None
500,2023-08-14,18:31,93,126,True
501,2024-11-29,06:37,75,181,False
502,2025-05-01,15:31,13,14,True
503,2025-04-26,20:47,80,131,False
504,2026-09-17,18:11,25,13,None
505,2025-05-15,11:05,8,44,True
506,2024-08-15,05:50,50,41,False
507,2025-06-23,20:23,64,185,True
508,2025-04-24,06:33,95,102,False
509,2025-07-26,19:37,13,72,False
510,2024-04-16,10:32,39,72,False
511,2024-07-24,12:28,95,1,True
512,2026-05-10,12:25,87,246,None
513,2023-04-22,00:55,99,181,False
514,2023-11-11,02:06,38,210,False
515,2025-04-03,20:04,64,181,True
516,2026-09-18,00:34,95,170,None
517,2024-03-20,14:59,3,154,False
518,2024-11-12,16:10,16,41,True
519,2023-12-30,06:41,71,48,True
520,2024-08-27,11:46,88,71,False
521,2023-08-22,10:04,53,95,True
522,2026-02-07,13:30,44,243,None
523,2026-09-17,08:23,54,55,None
524,2023-12-13,04:33,1,134,False
525,2026-03-04,04:18,64,168,None
526,2022-11-16,20:32,37,99,True
527,2026-07-26,10:48,70,132,None
528,2023-11-29,19:11,48,43,True
529,2023-12-05,03:10,29,78,False
530,2023-03-20,17:32,97,106,True
531,2026-06-02,19:22,33,108,None
532,2023-03-30,16:24,88,203,True
533,2023-01-01,03:08,76,27,True
534,2026-01-25,21:35,89,183,None
535,2023-05-22,01:34,93,42,True
536,2023-01-06,23:11,24,89,False
537,2026-01-01,11:10,71,13,None
538,2025-11-16,16:59,73,212,None
539,2024-03-17,02:00,68,143,True
540,2025-03-30,13:49,30,169,False
541,2024-08-29,05:41,17,212,False
542,2023-05-28,23:33,22,235,True
543,2023-05-28,19:47,46,219,False
544,2024-06-01,02:12,62,228,True
545,2024-05-08,07:21,60,36,False
546,2024-11-20,12:50,2,206,True
547,2023-03-22,16:53,75,157,False
548,2023-10-27,10:33,19,38,False
549,2026-03-30,00:45,45,224,None
550,2025-02-03,17:09,26,60,False
551,2026-01-16,15:57,29,102,None
552,2025-11-09,17:22,36,226,None
553,2026-02-15,20:55,23,181,None
554,2024-11-21,21:38,96,53,False
555,2024-01-04,21:39,11,156,True
556,2025-12-04,19:18,29,222,None
557,2025-07-17,21:06,39,175,True
558,2025-11-25,11:09,97,152,None
559,2024-03-30,06:54,99,148,True
560,2023-11-30,04:09,22,56,False
561,2024-03-02,03:59,81,9,False
562,2024-06-07,17:10,54,14,False
563,2025-09-09,09:59,17,21,True
564,2026-06-17,02:02,98,9,None
565,2024-08-16,19:53,19,127,True
566,2024-01-18,10:17,55,104,True
567,2026-04-07,17:24,82,249,None
568,2023-06-12,13:56,100,202,False
569,2023-02-02,04:58,64,155,True
570,2022-11-01,18:13,93,111,True
571,2024-03-07,04:39,96,79,False
572,2023-04-03,16:17,62,107,False
573,2025-08-05,07:45,100,77,True
574,2026-08-24,18:10,44,188,None
575,2023-02-21,12:09,54,214,False
576,2025-11-21,03:58,56,154,None
577,2024-11-16,06:38,56,212,False
578,2024-08-27,00:30,14,94,True
579,2023-09-11,07:14,76,117,True
580,2024-09-29,14:59,41,202,False
581,2024-02-16,21:03,7,117,False
582,2023-11-07,19:00,83,40,False
583,2023-04-09,09:13,48,15,True
584,2026-02-14,11:53,100,170,None
585,2025-01-15,06:59,44,72,False
586,2023-04-03,04:56,54,118,False
587,2023-10-03,16:40,11,173,True
588,2026-03-31,15:16,78,55,None
589,2023-04-18,10:10,28,113,False
590,2025-04-12,01:58,82,7,True
591,2024-05-22,16:49,26,202,False
592,2022-11-08,04:21,8,68,True
593,2026-08-18,22:04,27,56,None
594,2024-10-02,06:18,91,163,False
595,2023-02-02,07:04,49,28,True
596,2022-12-11,01:01,77,193,True
597,2025-02-05,22:56,100,82,True
598,2025-09-27,08:48,96,185,False
599,2026-08-06,17:26,11,28,None
600,2025-05-13,15:07,84,100,False
601,2025-07-09,05:22,62,129,False
602,2023-11-30,12:16,59,183,False
603,2025-12-21,20:02,25,207,None
604,2025-07-09,19:42,63,237,False
605,2026-01-25,02:20,8,110,None
606,2023-11-02,18:42,69,185,True
607,2022-12-12,21:51,40,140,False
608,2024-02-22,11:15,34,224,True
609,2026-07-06,03:02,77,188,None
610,2023-12-05,08:42,21,70,True
611,2026-10-06,12:00,40,249,None
612,2024-05-20,08:24,20,183,True
613,2025-12-09,17:41,85,202,None
614,2025-07-28,16:43,46,37,True
615,2023-10-10,11:09,18,26,False
616,2026-03-12,09:11,73,154,None
617,2026-02-28,02:12,42,147,None
618,2026-10-06,00:38,13,77,None
619,2022-12-29,11:46,22,125,False
620,2025-12-21,23:17,46,141,None
621,2026-03-19,12:01,25,210,None
622,2023-01-22,03:25,67,22,True
623,2026-05-12,10:32,61,47,None
624,2026-01-31,08:35,41,81,None
625,2025-02-02,16:16,3,139,False
626,2024-01-30,16:12,95,194,True
627,2023-03-29,20:06,24,44,False
628,2024-03-14,18:38,21,68,True
629,2024-05-24,09:38,51,54,True
630,2025-11-27,04:51,19,240,None
631,2024-09-23,07:29,46,210,True
632,2025-02-05,13:02,21,130,False
633,2022-10-18,16:12,24,249,True
634,2026-10-09,16:14,62,25,None
635,2024-07-02,16:08,74,129,True
636,2025-11-07,15:53,77,182,None
637,2026-08-19,05:36,62,22,None
638,2023-10-30,10:27,28,72,False
639,2025-04-06,04:11,15,140,True
640,2022-11-16,21:06,86,27,False
641,2025-01-19,02:13,88,159,True
642,2025-03-12,22:58,14,219,True
643,2026-02-24,18:33,32,44,None
644,2023-02-17,09:54,99,171,False
645,2024-04-15,14:55,41,114,False
646,2024-05-21,17:20,54,109,True
647,2026-01-19,15:04,54,172,None
648,2025-10-26,11:45,11,141,None
649,2022-11-06,16:15,96,96,True
650,2023-09-23,00:15,64,200,True
651,2023-12-20,10:37,75,205,True
652,2024-12-16,21:22,70,80,True
653,2024-08-13,11:38,98,248,False
654,2024-09-24,07:02,57,15,False
655,2025-09-04,10:15,60,134,False
656,2024-07-03,12:14,82,137,True
657,2023-01-28,10:27,29,95,True
658,2026-01-26,17:24,59,174,None
659,2024-03-29,10:54,5,43,False
660,2024-12-13,08:12,95,24,True
661,2026-04-24,21:58,81,154,None
662,2026-06-14,18:17,87,64,None
663,2025-09-28,03:48,97,228,True
664,2024-02-05,05:47,72,239,True
665,2025-06-20,10:50,29,235,True
666,2025-11-21,03:02,70,195,None
667,2025-02-06,22:57,53,117,True
668,2025-08-27,11:46,11,191,False
669,2022-12-15,06:19,64,29,False
670,2025-06-20,00:13,68,193,True
671,2026-05-03,11:59,29,180,None
672,2023-01-10,18:51,35,8,False
673,2023-02-16,18:53,68,79,False
674,2024-02-03,01:51,38,105,False
675,2025-10-23,12:58,30,154,None
676,2025-06-15,14:57,38,224,False
677,2026-05-26,17:04,14,175,None
678,2022-11-02,07:01,40,197,True
679,2023-12-15,00:20,40,43,True
680,2023-09-01,00:43,23,203,True
681,2026-04-25,11:07,30,10,None
682,2023-02-25,12:42,8,190,True
683,2026-03-22,17:44,44,81,None
684,2024-07-06,07:10,7,222,True
685,2025-09-29,12:56,7,23,False
686,2023-10-24,00:47,20,183,True
687,2023-04-15,19:20,93,119,False
688,2023-12-26,17:03,25,183,False
689,2026-04-17,04:25,13,169,None
690,2023-12-10,20:22,28,204,True
691,2026-06-04,10:52,40,204,None
692,2022-11-10,21:41,3,187,True
693,2023-07-27,12:14,15,143,True
694,2025-06-13,18:52,77,183,False
695,2023-07-06,15:55,88,58,False
696,2023-11-05,12:20,76,116,False
697,2023-08-19,04:13,14,205,False
698,2023-11-10,05:38,64,175,False
699,2026-02-13,08:08,19,105,None
700,2025-07-01,16:09,67,187,True
701,2023-01-15,11:52,58,9,True
702,2025-10-11,10:04,41,206,True
703,2024-11-07,07:04,53,99,False
704,2025-12-03,19:00,17,89,None
705,2025-05-05,01:16,82,83,False
706,2026-06-01,15:23,100,30,None
707,2024-05-27,23:05,6,193,False
708,2025-01-09,21:35,69,118,False
709,2025-12-09,11:23,41,109,None
710,2025-11-16,14:30,77,208,None
711,2022-12-08,00:18,70,108,False
712,2024-09-23,23:38,97,44,False
713,2026-03-28,20:12,87,153,None
714,2024-08-26,05:47,28,156,False
715,2025-03-14,21:10,89,186,True
716,2022-10-26,14:28,18,112,False
717,2023-04-15,08:48,70,41,True
718,2023-02-05,17:26,16,223,True
719,2024-01-14,17:00,49,142,True
720,2025-10-18,03:04,88,22,None
721,2026-08-12,19:00,92,102,None
722,2023-07-10,04:34,8,58,False
723,2023-01-24,09:14,36,130,True
724,2023-05-04,07:08,67,59,True
725,2026-09-15,02:22,65,122,None
726,2024-09-02,10:09,37,181,True
727,2025-12-16,04:31,75,215,None
728,2026-06-03,01:05,67,16,None
729,2022-11-22,00:52,40,4,True
730,2023-12-17,12:35,29,194,False
731,2023-11-02,05:22,86,200,True
732,2026-09-05,21:44,53,181,None
733,2025-05-07,09:55,12,247,True
734,2023-02-14,21:17,82,128,False
